skilldesc	*Laz	*Laz/Loc	*Laz/ID	*Laz/Name	SkillPage	SkillRow	SkillColumn	ListRow	IconCel	str name	str short	str long	str alt	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc2line5	dsc2texta5	dsc2textb5	dsc2calca5	dsc2calcb5	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	*eol
new bash	bar	453	Berserker	Bash	3	1	1	1	0	SkillnameLaz453	SkilldescLaz453	SkilldescLaz453	SkillnameLaz453	7	clc1	clc2										1				74	StrSkillDamageFlat		clc2		74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																																					36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8																																0
intimidate	bar	454	Berserker	Intimidate	3	1	2	1	2	SkillnameLaz454	SkilldescLaz454	SkilldescLaz454	SkillnameLaz454	7	clc1	clc2										1				74	StrSkillDamageFlat		clc2		74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																	36	StrSkillDurationSingular	StrSkill20	200	25																36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8																																0
new leap attack	bar	455	Berserker	Leap Attack	3	1	3	1	4	SkillnameLaz455	SkilldescLaz455	SkilldescLaz455	SkillnameLaz455	7	clc1											1				74	SpeedModifier		clc2		36	StrSkillStunLengthSingular	StrSkill48	min(edln,250)	25	74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																																36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8																																0
windshear	bar	456	Berserker	Windshear	3	2	1	1	6	SkillnameLaz456	SkilldescLaz456	SkilldescLaz456	SkillnameLaz456	5												1				36	StrSkillRangeSingular	StrSkill56	(ln56*20/25)*2	3	75	StrSkill39		enma	exma	74	StrSkill22		toht																	74	Convphy2magicalt2		par7		74	WeapDamsk		64*100/128												36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8																																0
onslaught	bar	457	Berserker	Onslaught	3	2	2	1	8	SkillnameLaz457	SkilldescLaz457	SkilldescLaz457	SkillnameLaz457	7	clc2											1				74	StrSkillDamagePercent		ln34		74	StrSkill22		toht																						18	SkillUninterrupt				74	StrSkill11		par6												36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8																																0
tremor	bar	458	Berserker	Tremor	3	2	3	1	10	SkillnameLaz458	SkilldescLaz458	SkilldescLaz458	SkillnameLaz458	5												1				36	StrSkillStunLengthSingular	StrSkill48	min(clc2, 250)	25	74	StrSkill22		toht		36	TimerDuration	TimerDuration	par7-dm56	25																36	StrSkillRadiusSingular	StrSkill18	(20*10/25)*2	3	74	WeapDamsk		192*100/128												36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8																																0
new whirlwind	bar	459	Berserker	Whirlwind	3	3	1	1	12	SkillnameLaz459	SkilldescLaz459	SkilldescLaz459	SkillnameLaz459	1	clc1											1				74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																						18	SkillUninterrupt																			36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8																																0
gathering storm	bar	460	Berserker	Gathering Storm	3	3	2	1	14	SkillnameLaz460	SkilldescLaz460	SkilldescLaz460	SkillnameLaz460	5												1				36	StrSkillDurationSingular	StrSkill20	ln56	25	75	StrSkill39		enma	exma	74	StrSkill22		toht																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	74	Convphy2magicalt2		par7		74	WeapDamsk		32*100/128							36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8																																0
bear claw	bar	461	Raider	Bear Claw	2	1	1	2	16	SkillnameLaz461	SkilldescLaz461	SkilldescLaz461	SkillnameLaz461	5												1				36	StrSkillRangeSingular	StrSkill56	ln56*2	3	36	StrSkillStunLengthSingular	StrSkill48	min(ln34,250)	25	74	StrSkill22		toht																	74	WeapDamsk		96*100/128																	36	StrSkill3		usmc	256	40	ReqThrowingAxe		8																																0
dual strike	bar	462	Raider	Dual Strike	2	1	2	2	18	SkillnameLaz462	SkilldescLaz462	SkilldescLaz462	SkillnameLaz462	19	clc1											2				74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																						74	StrSkill11		2																	36	StrSkill3		usmc	256	40	ReqTwoWeapons		8																																0
dual throw	bar	463	Raider	Dual Throw	2	1	3	2	20	SkillnameLaz463	SkilldescLaz463	SkilldescLaz463	SkillnameLaz463	13												2				74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																						74	AxeCount		2																	36	StrSkill3		usmc	256	40	ReqTwoThrowingAxes		8																																0
ricochet	bar	464	Raider	Ricochet	2	2	1	2	22	SkillnameLaz464	SkilldescLaz464	SkilldescLaz464	SkillnameLaz464	5												1				74	RicochetCount		dm34		36	TargetSeekRange	TargetSeekRange	min(ln12,18)*2	3																					74	WeapDamsk		96*100/128																	36	StrSkill3		usmc	256	40	ReqThrowingAxe		8																																0
hailstorm	bar	465	Raider	Hailstorm	2	2	2	2	24	SkillnameLaz465	SkilldescLaz465	SkilldescLaz465	SkillnameLaz465	5												1				36	StrSkillRadiusSingular	StrSkill18	((ln12/4)+1)*2	3	74	AxeCount		20		74	StrSkill22		toht																	74	WeapDamsk		96*100/128																	36	StrSkill3		usmc	256	40	ReqThrowingAxe		8																																0
ferocity	bar	466	Raider	Ferocity	2	2	3	2	26	SkillnameLaz466	SkilldescLaz466	SkilldescLaz466	SkillnameLaz466	19	clc1											2				75	EvasionChanceRange		15*(par4-par3)/100+par3	dm34	75	StrSkillAttackSpeedRange		15*(par6-par5)/100+par5	dm56	75	StrSkillDamagePercentRange		par7+(15*(par2-par1)/100+par1)	par7+dm12	75	StrSkillAttackRatingRange		15*(par4-par3)/100+par3	dm34	74	StackCount		lvl		18	StackCountExplanation				74	StrSkill11		2																	36	StrSkill3		usmc	256	40	ReqTwoWeapons		8																																0
spinning axe	bar	467	Raider	Spinning Axe	2	3	1	2	28	SkillnameLaz467	SkilldescLaz467	SkilldescLaz467	SkillnameLaz467																	36	StrSkillDurationSingular	StrSkill20	ln56	25	75	StrSkill39		enma	exma	74	StrSkill22		toht																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	74	Convphy2magicalt2		50		74	WeapDamsk		32*100/128							36	StrSkill3		usmc	256	40	ReqThrowingAxe		8																																0
rip and tear	bar	468	Raider	Rip and Tear	2	3	2	2	30	SkillnameLaz468	SkilldescLaz468	SkilldescLaz468	SkillnameLaz468	19												2				74	ManaRecovMelee		enma		74	StrSkill22		toht																						36	StrSkillRadiusSingular	StrSkill18	rng*2	3	18	SkillUninterrupt				74	WeapDamsk		96*100/128							36	StrSkill3		usmc	256	40	ReqTwoWeapons		8																																0
bandage	bar	469	Veteran	Bandage	1	1	1	3	32	SkillnameLaz469	SkilldescLaz469	SkilldescLaz469	SkillnameLaz469																	74	SkillHealPerSec		edmn		36	TimerDuration	TimerDuration	par4-dm56	25																					36	StrSkillDurationSingular	StrSkill20	par8	25	74	StrSkill89		par7												36	StrSkill3		usmc	256																																				0
woad	bar	470	Veteran	Woad	1	1	2	3	34	SkillnameLaz470	SkilldescLaz470	SkilldescLaz470	SkillnameLaz470																	74	ManaOnKillRestoreActive		edmn																																																																																							0
endurance	bar	471	Veteran	Endurance	1	1	3	3	36	SkillnameLaz471	SkilldescLaz471	SkilldescLaz471	SkillnameLaz471																	74	StrSkill89		dm12		74	StrSkill102		ln34																																																																																		0
weapon mastery	bar	472	Veteran	Weapon Mastery	1	2	1	3	38	SkillnameLaz472	SkilldescLaz472	SkilldescLaz472	SkillnameLaz472																	74	eskillincasemasteryX		macr		74	StrSkillDamagePercent		madm		74	StrSkill22		ln12																																										40	ReqMeleeOrThrowing		8																																0
brute force	bar	473	Veteran	Brute Force	1	2	2	3	40	SkillnameLaz473	SkilldescLaz473	SkilldescLaz473	SkillnameLaz473																	74	StrSkill24		dm12																											36	StrSkillRadiusSingular	StrSkill18	par8*2	3	74	WeapDamsk		96*100/128																																																				0
death or glory	bar	474	Veteran	Death or Glory	1	2	3	3	42	SkillnameLaz474	SkilldescLaz474	SkilldescLaz474	SkillnameLaz474																	75	StrSkillAttackSpeedRange		1	dm12	75	StrSkillDamagePercentRange		1	ln34																																																								40	AttributeScalingSkill		8		74	CurrentDamage		((par3 + (lvl - 2) * par4)*(stat('maxhp'.accr)-stat('hitpoints'.accr)))/stat('maxhp'.accr)		74	CurrentAttackSpeed		((((110 * (lvl-1)) * (par2 - par1)) / (100 * ((lvl-1) + 6)) + par1)*(stat('maxhp'.accr)-stat('hitpoints'.accr)))/stat('maxhp'.accr)												0
veteran	bar	475	Veteran	Veteran	1	3	1	3	44	SkillnameLaz475	SkilldescLaz475	SkilldescLaz475	SkillnameLaz475																	74	AllAttributes		dm12																																																																																							0
barge	bar	476	Veteran	Barge	1	3	2	3	46	SkillnameLaz476	SkilldescLaz476	SkilldescLaz476	SkillnameLaz476																	36	StrSkillRangeSingular	StrSkill56	((10*ln12)/25)*2	3	36	TimerDuration	TimerDuration	par7-dm56	25																																									36	StrSkill3		usmc	256																																				0
new jab	ama	477	Spearmaiden	Jab	3	1	2	3	0	SkillnameLaz477	SkilldescLaz477	SkilldescLaz477	SkillnameLaz477	7	clc1											1				74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																						18	SkillUninterrupt				74	StrSkill11		3												36	StrSkill3		usmc	256	40	ReqSpear		8																																0
new impale	ama	478	Spearmaiden	Impale	3	2	2	3	2	SkillnameLaz478	SkilldescLaz478	SkilldescLaz478	SkillnameLaz478	7	clc1	clc2										1				74	ManaRecovMelee		ln78		36	StrSkillStunLengthSingular	StrSkill48	min(edln,250)	25	74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																																36	StrSkill3		usmc	256	40	ReqSpear		8																																0
new spear mastery	ama	479	Spearmaiden	Spear Mastery	3	2	3	3	4	SkillnameLaz479	SkilldescLaz479	SkilldescLaz479	SkillnameLaz479																	74	eskillincasemasteryX		macr		74	StrSkillDamagePercent		madm		74	StrSkill22		math																																										40	ReqSpear		8																																0
crackling strike	ama	480	Spearmaiden	Crackling Strike	3	3	1	3	6	SkillnameLaz480	SkilldescLaz480	SkilldescLaz480	SkillnameLaz480	17												1				75	StrSkill7		enma	exma	74	StrSkill22		toht																						74	Convphy2shockalt		par7		74	ChargedBoltCount		8		74	StrSkill106		par8							36	StrSkill3		usmc	256	40	ReqSpear		8																																0
lunge	ama	481	Spearmaiden	Lunge	3	4	2	3	8	SkillnameLaz481	SkilldescLaz481	SkilldescLaz481	SkillnameLaz481	7	clc1											1				74	SpeedModifier		ln12		36	StrSkillStunLengthSingular	StrSkill48	min(edln,250)	25	74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																																36	StrSkill3		usmc	256	40	ReqSpear		8																																0
new fury	ama	482	Spearmaiden	Fury	3	4	3	3	10	SkillnameLaz482	SkilldescLaz482	SkilldescLaz482	SkillnameLaz482	7	clc1											1				74	StrSkill106		dm78		74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																																					36	StrSkill3		usmc	256	40	ReqSpear		8																																0
pantheon strike	ama	483	Spearmaiden	Pantheon Strike	3	5	1	3	12	SkillnameLaz483	SkilldescLaz483	SkilldescLaz483	SkillnameLaz483	17												1				75	StrSkill7		enma	exma	74	StrSkill22		toht																						74	Convphy2shockalt		par7		74	StrSkill106		par8												36	StrSkill3		usmc	256	40	ReqSpear		8																																0
breakthrough	ama	484	Spearmaiden	Breakthrough	3	6	3	3	14	SkillnameLaz484	SkilldescLaz484	SkilldescLaz484	SkillnameLaz484	1	clc1															74	SpeedModifier		((dm78+100)/2)-100		74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																	18	SkillUninterrupt																			36	StrSkill3		usmc	256	40	ReqSpear		8																																0
double shot	ama	485	Huntress	Double Shot	1	1	2	1	16	SkillnameLaz485	SkilldescLaz485	SkilldescLaz485	SkillnameLaz485	5												1				74	StrSkillDamageFlat		pnma	pxma	36	StrSkillRangeSingular	StrSkill56	ln12*2	3																					74	DoubleShotWeaponDamage		96*100/128		74	StrSkill11		2												36	StrSkill3		usmc	256	40	ReqBow		8																																0
bow mastery	ama	486	Huntress	Bow Mastery	1	2	3	1	18	SkillnameLaz486	SkilldescLaz486	SkilldescLaz486	SkillnameLaz486																	74	eskillincasemasteryX		macr		74	StrSkillDamagePercent		madm		74	StrSkill22		math																																										40	ReqBow		8																																0
chain shot	ama	487	Huntress	Chain Shot	1	3	2	1	20	SkillnameLaz487	SkilldescLaz487	SkilldescLaz487	SkillnameLaz487	5												1				74	StrSkillDamageFlat		pnma	pxma	74	RicochetCount		dm34		36	TargetSeekRange	TargetSeekRange	min(ln12,35)*2	3																																				36	StrSkill3		usmc	256	40	ReqBow		8																																0
blast arrow	ama	488	Huntress	Blast Arrow	1	3	1	1	22	SkillnameLaz488	SkilldescLaz488	SkilldescLaz488	SkillnameLaz488	6												1				75	StrSkill5		enma	exma																										36	StrSkillRadiusSingular	StrSkill18	par1*2	3																36	StrSkill3		usmc	256	40	ReqBow		8																																0
spread shot	ama	489	Huntress	Spread Shot	1	4	2	1	24	SkillnameLaz489	SkilldescLaz489	SkilldescLaz489	SkillnameLaz489	5												1				74	StrSkillDamageFlat		pnma	pxma	36	TargetSeekRange	TargetSeekRange	min(ln34,35)*2	3																					74	TrickShotWeaponDamage		64*100/128																	36	StrSkill3		usmc	256	40	ReqBow		8																																0
new pierce	ama	490	Huntress	Pierce	1	5	3	1	26	SkillnameLaz490	SkilldescLaz490	SkilldescLaz490	SkillnameLaz490																	74	StrSkill24		dm12																																																				40	ReqBow		8																																0
hellstorm arrow	ama	491	Huntress	Hellstorm Arrow	1	5	1	1	28	SkillnameLaz491	SkilldescLaz491	SkilldescLaz491	SkillnameLaz491	6												1	hellstorm			36	StrSkillFireDurationSingular	StrSkill82	miss('hellstorm'.rang)	25	75	StrSkillFireDamageAveragePerSecond		enms*25*3/256	exms*25*3/256																																									36	StrSkill3		usmc	256	40	ReqBow		8																																0
fragmenting shot	ama	492	Huntress	Fragmenting Shot	1	6	2	1	30	SkillnameLaz492	SkilldescLaz492	SkilldescLaz492	SkillnameLaz492	5												1				36	StrSkillRadiusSingular	StrSkill18	(4+(lvl-1))*2	3																										74	ShrapnelShotWeaponDamage		48*100/128																	36	StrSkill3		usmc	256	40	ReqBow		8																																0
askari sight	ama	493	Survival	Askari Sight	2	1	1	2	32	SkillnameLaz493	SkilldescLaz493	SkilldescLaz493	SkillnameLaz493																	36	StrSkillDurationSingular	StrSkill20	ln34	25	74	EnemyDefensePercent		(-1)*dm12		36	StrSkillRadiusSingular	StrSkill18	ln56*2	3																36	TimerDurationAskari	TimerDurationAskari	par7	25																36	StrSkill3		usmc	256											40	AskariSkill		1		18	AskariSkillExplanation																			0
skartara kick	ama	494	Survival	Skartara Kick	2	1	2	2	34	SkillnameLaz494	SkilldescLaz494	SkilldescLaz494	SkillnameLaz494	7	clc1															36	StrSkillStunLengthSingular	StrSkill48	min(edln,250)	25																										74	StrSkillDamagePercent		par1		18	SkillUninterrupt				18	StrSkillAlwaysHits									36	StrSkill3		usmc	256																																				0
staunch bleeding	ama	495	Survival	Staunch Bleeding	2	2	3	2	36	SkillnameLaz495	SkilldescLaz495	SkilldescLaz495	SkillnameLaz495																	75	BelowHealth		dm34		74	SkillHeal		edmn																																																																																		0
hand of karcheus	ama	496	Survival	Hand of Karcheus	2	3	1	2	38	SkillnameLaz496	SkilldescLaz496	SkilldescLaz496	SkillnameLaz496																	36	StrSkillDurationSingular	StrSkill20	ln34	25	74	EnemyVelocityPercent		(-1)*dm12		36	StrSkillRadiusSingular	StrSkill18	ln56*2	3																36	TimerDurationAskari	TimerDurationAskari	par7	25																36	StrSkill3		usmc	256											40	AskariSkill		1		18	AskariSkillExplanation																			0
fresh kill	ama	497	Survival	Fresh Kill	2	4	3	2	40	SkillnameLaz497	SkilldescLaz497	SkilldescLaz497	SkillnameLaz497																	74	SkillHeal		edmn																											36	StrSkillDurationSingular	StrSkill20	par8	25	74	StrSkill89		par7												36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
beseech the gods	ama	498	Survival	Beseech the Gods	2	5	1	2	42	SkillnameLaz498	SkilldescLaz498	SkilldescLaz498	SkillnameLaz498																	74	SkillMana		edmn																											36	StrSkillDurationSingular	StrSkill20	par8	25	74	StrSkill89		par7		36	TimerDurationAskari	TimerDurationAskari	par4	25						36	StrSkill3		usmc	256											40	AskariSkill		1		18	AskariSkillExplanation																			0
jungle concoction	ama	499	Survival	Jungle Concoction	2	6	3	2	44	SkillnameLaz499	SkilldescLaz499	SkilldescLaz499	SkillnameLaz499	5																75	StrSkill5		enma	exma	36	StrSkillStunLengthSingular	StrSkill48	min(ln34,250)	25																					36	StrSkillRadiusSingular	StrSkill18	(20*10/25)*2	3																36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
prepare for glory	ama	500	Survival	Prepare for Glory	2	6	2	2	46	SkillnameLaz500	SkilldescLaz500	SkilldescLaz500	SkillnameLaz500																	74	ChanceRanged		dm56		74	ChanceMelee		dm12																						36	StrSkillStunLengthSingular	StrSkill48	20	25																																																								0
new sacrifice	pal	501	Combat Skills	Sacrifice	3	1	2	3	0	SkillnameLaz501	SkilldescLaz501	SkilldescLaz501	SkillnameLaz501	7	clc1											1				74	StrSkillDamagePercent		ln12		74	StrSkill22		toht																						74	StrSkill47		par3		18	BypassUndeadAndDemons														36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8																																0
penance	pal	502	Combat Skills	Penance	3	2	1	3	2	SkillnameLaz502	SkilldescLaz502	SkilldescLaz502	SkillnameLaz502	7	clc1	clc2										1				74	ManaRecovThis		enma		74	LifeRecovThis		enma		74	StrSkillDamagePercent		clc1		74	StrSkill22		toht												18	BypassUndeadAndDemons																			36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8																																0
scourging	pal	503	Combat Skills	Scourging	3	3	2	3	4	SkillnameLaz503	SkilldescLaz503	SkilldescLaz503	SkillnameLaz503	7	clc1											1				74	SkillWounds		dm34		74	StrSkill106		dm78		74	StrSkillDamagePercent		clc1		74	StrSkill22		toht												74	StrSkill106		par8		18	BypassUndeadAndDemons														36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8																																0
wrath	pal	504	Combat Skills	Wrath	3	3	1	3	6	SkillnameLaz504	SkilldescLaz504	SkilldescLaz504	SkillnameLaz504	7	clc1											1				74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																						74	StrSkill106		par8		74	Convphy2chaosalt		par7		18	BypassUndeadAndDemons									36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8																																0
new conversion	pal	505	Combat Skills	Conversion	3	4	3	3	8	SkillnameLaz505	SkilldescLaz505	SkilldescLaz505	SkillnameLaz505																	36	StrSkillDurationSingular	StrSkill20	ln12	25																										74	StrSkill106		par8		18	StrSkillAlwaysHits									36	TimerDuration	TimerDuration	par7	25	36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8		18	BlankRow				40	HeroismSkill		1		18	HeroismSkillExplanation				36	HeroismSkillDuration	HeroismSkillDuration	par7	25											0
ordeal	pal	506	Combat Skills	Ordeal	3	5	1	3	10	SkillnameLaz506	SkilldescLaz506	SkilldescLaz506	SkillnameLaz506	7	clc1											1				36	StrSkillDurationSingular	StrSkill20	edln	25	74	OrdealAttackSpeed		(-1)*dm56		74	OrdealSpeed		(-1)*dm34		74	StrSkill22		toht												18	OrdealWeaprate				74	OrdealWeapdamsk		32*100/128		18	BypassUndeadAndDemons									36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8																																0
covenant	pal	507	Combat Skills	Covenant	3	5	3	3	12	SkillnameLaz507	SkilldescLaz507	SkilldescLaz507	SkillnameLaz507																	74	CovenantDamage		ln12		74	CovenantAttackRating		ln34																						36	StrSkillDurationSingular	StrSkill20	par7	25																																																								0
part the clouds	pal	508	Combat Skills	Part the Clouds	3	6	2	3	14	SkillnameLaz508	SkilldescLaz508	SkilldescLaz508	SkillnameLaz508	5																36	StrSkillRangeSingular	StrSkill56	ln56*2	3	36	StrSkillStunLengthSingular	StrSkill48	min(ln34,250)	25	75	StrSkill39		enma	exma																36	StrSkillRadiusSingular	StrSkill18	7*2	3	74	WeapDamsk		192*100/128		18	BypassUndeadAndDemons				36	TimerDuration	TimerDuration	par7	25	36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8																																0
new smite	pal	509	Inner Light	Smite	2	1	2	2	16	SkillnameLaz509	SkilldescLaz509	SkilldescLaz509	SkillnameLaz509	10																36	StrSkillStunLengthSingular	StrSkill48	min(ln12,250)	25	74	StrSkillDamagePercent		ln34																						18	SkillUninterrupt				18	StrSkillAlwaysHits														36	StrSkill3		usmc	256	40	ReqShield		8		18	BlankRow				40	SmiteSkill		1		18	SmiteSkillExplanation																			0
new holy bolt	pal	510	Inner Light	Holy Bolt	2	2	1	2	18	SkillnameLaz510	SkilldescLaz510	SkilldescLaz510	SkillnameLaz510	5																75	StrSkill50		ln12	ln34	75	StrSkill39		enma	exma																					18	HealsAllies				18	DamagesUndeadAndDemons														36	StrSkill3		usmc	256	40	ReqScepter		8																																0
shield of faith	pal	511	Inner Light	Shield of Faith	2	2	3	2	20	SkillnameLaz511	SkilldescLaz511	SkilldescLaz511	SkillnameLaz511																	74	FasterBlockRate		dm12		74	StrSkill110		dm34+par5																																															40	ReqShield		8																																0
banish	pal	512	Inner Light	Banish	2	3	2	2	22	SkillnameLaz512	SkilldescLaz512	SkilldescLaz512	SkillnameLaz512	5																75	StrSkill4		pnma	pxma	36	SuperKnockback	SuperKnockback	edln*2	3																					18	SkillUninterrupt				18	StrSkillAlwaysHits														36	StrSkill3		usmc	256	40	ReqShield		8																																0
holy nova	pal	513	Inner Light	Holy Nova	2	4	1	2	24	SkillnameLaz513	SkilldescLaz513	SkilldescLaz513	SkillnameLaz513	5																75	StrSkill50		ln12	ln34	75	StrSkill39		enma	exma																					18	HealsAllies				18	DamagesUndeadAndDemons														36	StrSkill3		usmc	256	40	ReqScepter		8																																0
shield charge	pal	514	Inner Light	Shield Charge	2	5	2	2	26	SkillnameLaz514	SkilldescLaz514	SkilldescLaz514	SkillnameLaz514	5																75	StrSkill4		pnma	pxma	36	StrSkillStunLengthSingular	StrSkill48	min(edln,250)	25																					18	SkillUninterrupt				18	StrSkillAlwaysHits									36	TimerDuration	TimerDuration	par7	25	36	StrSkill3		usmc	256	40	ReqShield		8																																0
purification	pal	515	Inner Light	Purification	2	6	1	2	28	SkillnameLaz515	SkilldescLaz515	SkilldescLaz515	SkillnameLaz515	5																75	StrSkill50		ln12	ln34	75	StrSkill39		enma	exma																					36	TargetSeekRange	TargetSeekRange	min(ln78,35)*2	3	18	HealsAllies				18	DamagesUndeadAndDemons									36	StrSkill3		usmc	256	40	ReqScepter		8																																0
sanctified armor	pal	516	Inner Light	Sanctified Armor	2	6	3	2	30	SkillnameLaz516	SkilldescLaz516	SkilldescLaz516	SkillnameLaz516																	74	ChanceUninterrupt		dm12		74	StrSkill21		ln34																																															40	ReqArmor		8																																0
new prayer	pal	517	Auras	Prayer	1	1	1	1	32	SkillnameLaz517	SkilldescLaz517	SkilldescLaz517	SkillnameLaz517																	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3	74	SkillHealPerSec		edmn																																										36	StrSkill3		usmc	256																																				0
new defiance	pal	518	Auras	Defiance	1	1	3	1	34	SkillnameLaz518	SkilldescLaz518	SkilldescLaz518	SkillnameLaz518																	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3	74	AuraReducePhysical		dm34																																										36	StrSkill3		usmc	256																																				0
new cleansing	pal	519	Auras	Cleansing	1	2	2	1	36	SkillnameLaz519	SkilldescLaz519	SkilldescLaz519	SkillnameLaz519																	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3	74	StrSkill85		dm56		74	StrSkill74		dm34																																					36	StrSkill3		usmc	256																																				0
new meditation	pal	520	Auras	Meditation	1	3	1	1	38	SkillnameLaz520	SkilldescLaz520	SkilldescLaz520	SkillnameLaz520																	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3	74	StrSkill88		dm34																																										36	StrSkill3		usmc	256																																				0
new sanctuary	pal	521	Auras	Sanctuary	1	4	1	1	40	SkillnameLaz521	SkilldescLaz521	SkilldescLaz521	SkillnameLaz521																	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3	75	StrSkill39		enma	exma																					36	PulseRate	PulseRate	50	25	74	KnockbackChance		25		18	DamagesUndeadAndDemons									36	StrSkill3		usmc	256																																				0
new vigor	pal	522	Auras	Vigor	1	4	2	1	42	SkillnameLaz522	SkilldescLaz522	SkilldescLaz522	SkillnameLaz522																	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3	74	StrSkill69		ln34		74	StrSkill102		ln34		74	StrSkill89		dm56																																36	StrSkill3		usmc	256																																				0
new thorns	pal	523	Auras	Thorns	1	5	2	1	44	SkillnameLaz523	SkilldescLaz523	SkilldescLaz523	SkillnameLaz523																	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3	74	StrSkill55		ln34																																										36	StrSkill3		usmc	256																																				0
new salvation	pal	524	Auras	Salvation	1	6	3	1	46	SkillnameLaz524	SkilldescLaz524	SkilldescLaz524	SkillnameLaz524																	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3	74	AuraReduceElemental		dm34																																										36	StrSkill3		usmc	256																																				0
new werewolf	dru	525	Shapeshifting	Werewolf	3	1	1	1	0	SkillnameLaz525	SkilldescLaz525	SkilldescLaz525	SkillnameLaz525																	74	eskillincasemasteryX		dm56		74	StrSkill106		dm34		74	StrSkillDamagePercent		ln12		74	StrSkill22		toht												74	StrSkill100		par8																	36	StrSkill3		usmc	256	40	ShapeshiftingSkill		1		18	ShapeshiftingSkillExplanation																													0
new werebear	dru	526	Shapeshifting	Werebear	3	1	3	1	2	SkillnameLaz526	SkilldescLaz526	SkilldescLaz526	SkillnameLaz526																	36	StrSkillStunLengthSingular	StrSkill48	min(dm56,250)	25	74	StrSkill100		ln34		74	StrSkill21		ln12		74	StrSkill22		toht												74	StrSkill89		par8																	36	StrSkill3		usmc	256	40	ShapeshiftingSkill		1		18	ShapeshiftingSkillExplanation																													0
