Name	version	*Laz/Tab	*Laz/Item Type	*Laz/Usage	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Druid Bow	100			Inherent	1	1							4	460	inherent-dbow		-20	-20										armo	weap											0	0
Paladin Helm	100			Inherent	1	1							4	461	inherent-chlm		1	1										armo	weap											0	0
Paladin Helm	100			Inherent	1	1							4	462	inherent-chlm		2	2										armo	weap											0	0
Paladin Helm	100			Inherent	1	1							4	463	inherent-chlm		3	3										armo	weap											0	0
Paladin Shield	100			Inherent	1	1							4	464	inherent-ashd		10	10										armo	weap											0	0
Paladin Shield	100			Inherent	1	1							4	465	inherent-ashd		15	15										armo	weap											0	0
Paladin Shield	100			Inherent	1	1							4	466	inherent-ashd		20	20										armo	weap											0	0
Paladin Shield	100			Inherent	1	1							4	467	inherent-ashd		25	25										armo	weap											0	0
Paladin Shield	100			Inherent	1	1							4	468	inherent-ashd		30	30										armo	weap											0	0
Paladin Melee Weapon	100			Inherent	1	1							4	469	inherent-pmel		10	10										armo	weap											0	0
Paladin Melee Weapon	100			Inherent	1	1							4	470	inherent-pmel		20	20										armo	weap											0	0
Paladin Melee Weapon	100			Inherent	1	1							4	471	inherent-pmel		10	10										armo	weap											0	0
Paladin Melee Weapon	100			Inherent	1	1							4	472	inherent-pmel		20	20										armo	weap											0	0
Amazon Helm	100			Inherent	1	1							4	473	inherent-ahlm		10	10										armo	weap											0	0
Amazon Helm	100			Inherent	1	1							4	474	inherent-ahlm		15	15										armo	weap											0	0
Amazon Helm	100			Inherent	1	1							4	475	inherent-ahlm		20	20										armo	weap											0	0
Amazon Spear	100			Inherent	1	1							4	476	inherent-aspe		10	10	dmg-mon%	4	50	50	automagic-human%		50	50		armo	weap											0	0
Amazon Spear	100			Inherent	1	1							4	477	inherent-aspe		15	15	dmg-mon%	4	50	50	automagic-human%		50	50		armo	weap											0	0
Amazon Spear	100			Inherent	1	1							4	478	inherent-aspe		20	20	dmg-mon%	4	50	50	automagic-human%		50	50		armo	weap											0	0
Amazon Spear	100			Inherent	1	1							4	479	inherent-aspe		25	25	dmg-mon%	4	50	50	automagic-human%		50	50		armo	weap											0	0
Amazon Bow	100			Inherent	1	1							4	480	inherent-abow		15	15										armo	weap											0	0
Amazon Bow	100			Inherent	1	1							4	481	inherent-abow		20	20										armo	weap											0	0
Amazon Bow	100			Inherent	1	1							4	482	inherent-abow		25	25										armo	weap											0	0
Barbarian Melee	100			Inherent	1	1							4	483	inherent-bmel		10	10										armo	weap											0	0
Barbarian Melee	100			Inherent	1	1							4	484	inherent-bmel		15	15										armo	weap											0	0
Barbarian Melee	100			Inherent	1	1							4	485	inherent-bmel		20	20										armo	weap											0	0
Barbarian Melee	100			Inherent	1	1							4	486	inherent-bmel		25	25										armo	weap											0	0
Barbarian Melee	100			Inherent	1	1							4	487	inherent-bmel		30	30										armo	weap											0	0
Barbarian Shield	100			Inherent	1	1							4	488	inherent-bshd		10	10										armo	weap											0	0
Barbarian Shield	100			Inherent	1	1							4	489	inherent-bshd		15	15										armo	weap											0	0
Barbarian Shield	100			Inherent	1	1							4	490	inherent-bshd		20	20										armo	weap											0	0
Barbarian Shield	100			Inherent	1	1							4	491	inherent-bshd		25	25										armo	weap											0	0
Barbarian Shield	100			Inherent	1	1							4	492	inherent-bshd		30	30										armo	weap											0	0
Barbarian Helm	100			Inherent	1	1							4	493	inherent-phlm		10	10										armo	weap											0	0
Barbarian Helm	100			Inherent	1	1							4	494	inherent-phlm		15	15										armo	weap											0	0
Barbarian Helm	100			Inherent	1	1							4	495	inherent-phlm		20	20										armo	weap											0	0
Barbarian Helm	100			Inherent	1	1							4	496	inherent-phlm		25	25										armo	weap											0	0
Barbarian Helm	100			Inherent	1	1							4	497	inherent-phlm		30	30										armo	weap											0	0
Sorceress Torso	100			Inherent	1	1							4	498	inherent-stor		5	5										armo	weap											0	0
Sorceress Torso	100			Inherent	1	1							4	499	inherent-stor		10	10										armo	weap											0	0
Sorceress Torso	100			Inherent	1	1							4	500	inherent-stor		15	15										armo	weap											0	0
Sorceress Torso	100			Inherent	1	1							4	501	inherent-stor		20	20										armo	weap											0	0
Sorceress Torso	100			Inherent	1	1							4	502	inherent-stor		25	25										armo	weap											0	0
Bull Thistle	1			Crafting Herb	1	1							4	300	str		5	5	levelreq-display		5	5					dgrn	wd01												0	0
Caper Grass	1			Crafting Herb	1	1							4	301	dex		5	5	levelreq-display		5	5					lyel	wd02												0	0
Witches' Sage	1			Crafting Herb	1	1							4	302	enr		5	5	levelreq-display		5	5					lblu	wd03												0	0
Rosemary	1			Crafting Herb	1	1							4	303	vit		5	5	levelreq-display		5	5					dgry	wd04												0	0
Hammer Thyme	1			Crafting Herb	1	1							4	304	dmg-max		3	3	levelreq-display		5	5					lgry	wd05												0	0
Toad Ivy	1			Crafting Herb	1	1							4	305	healskill		4	4	levelreq-display		5	5					dblu	wd06												0	0
Crimson Briar	1			Crafting Herb	1	1							4	306	res-fire		12	12	levelreq-display		5	5					cred	wd07												0	0
Bul Kathos' Crown	1			Crafting Herb	1	1							4	307	res-cold		12	12	levelreq-display		5	5					cblu	wd08												0	0
Goldfern	1			Crafting Herb	1	1							4	308	res-ltng		12	12	levelreq-display		5	5					dgld	wd09												0	0
Bitterblossom	1			Crafting Herb	1	1							4	309	res-pois		12	12	levelreq-display		5	5					cgrn	wd10												0	0
Helldaisy	1			Crafting Herb	1	1							4	310	extra-fire		2	2	levelreq-display		5	5					cred	wd11												0	0
Moon Clover	1			Crafting Herb	1	1							4	311	extra-cold		2	2	levelreq-display		5	5					cblu	wd12												0	0
Glowberry	1			Crafting Herb	1	1							4	312	extra-ltng		2	2	levelreq-display		5	5					dgld	wd13												0	0
Carrion Bloom	1			Crafting Herb	1	1							4	313	extra-pois		2	2	levelreq-display		5	5					cgrn	wd14												0	0
Meadow Bulb	1			Crafting Herb	1	1							4	314	ac		8	8	levelreq-display		5	5					whit	wd15												0	0
Queen's Cress	1			Crafting Herb	1	1							4	315	swing3		4	4	levelreq-display		5	5					oran	wd16												0	0
Monk's Hood	1			Crafting Herb	1	1							4	316	cast3		4	4	levelreq-display		5	5					dgry	wd17												0	0
Pigsbane	1			Crafting Herb	1	1							4	317	block3		4	4	levelreq-display		5	5					blac	wd18												0	0
Silverclover	1			Crafting Herb	1	1							4	318	balance3		4	4	levelreq-display		5	5					lgry	wd19												0	0
Wild Redberry	1			Crafting Herb	1	1							4	319	dmg-fire		4	12	levelreq-display		5	5					cred	wd20												0	0
Rime Mirriam	1			Crafting Herb	1	1							4	320	dmg-cold		7	9	levelreq-display		5	5					cblu	wd21												0	0
Stormweed	1			Crafting Herb	1	1							4	321	dmg-ltng		1	15	levelreq-display		5	5					dgld	wd22												0	0
Nightcress	1			Crafting Herb	1	1							4	322	dmg-pois	25	40	80	levelreq-display		5	5					cgrn	wd23												0	0
Water Nettle	1			Crafting Herb	1	1							4	323	thorns%		20	20	levelreq-display		5	5					dgry	wd24												0	0
Deeproot	1			Crafting Herb	1	1							4	324	gold%		30	30	levelreq-display		5	5					lpur	wd25												0	0
Sunseeker	1			Crafting Herb	1	1							4	325	mag%		4	4	levelreq-display		5	5					dpur	wd26												0	0
Dawnblossom	1			Crafting Herb	1	1							4	326	regen		5	5	levelreq-display		5	5					lred	wd27												0	0
Bluebonnet	1			Crafting Herb	1	1							4	327	regen-mana		4	4	levelreq-display		5	5					lblu	wd28												0	0
Slave's Savior	1			Crafting Herb	1	1							4	328	summon-dmg%		3	3	levelreq-display		5	5					blac	wd29												0	0
Paleweed	1			Crafting Herb	1	1							4	329	summon-res%		3	3	levelreq-display		5	5					lgry	wd30												0	0
Mother's Rose	1			Crafting Herb	1	1							4	330	summon-ac%		3	3	levelreq-display		5	5					dred	wd31												0	0
Flybane	1			Crafting Herb	1	1							4	331	heal-kill		2	2	levelreq-display		5	5					lgrn	wd32												0	0
Snapleaf	1			Crafting Herb	1	1							4	332	mana-kill		2	2	levelreq-display		5	5					lblu	wd33												0	0
Gloryflower	1			Crafting Herb	1	1							4	333	addxp		1	1	levelreq-display		5	5					lgld	wd34												0	0
Thornroot	1			Crafting Herb	1	1							4	334	kick		2	2	levelreq-display		5	5					blac	wd35												0	0
Sun Lily	1			Crafting Herb	1	1							4	335	pot-rate		5	5	levelreq-display		5	5					dyel	wd36												0	0
Snakebreath	1			Crafting Herb	1	1							4	336	att%		9	9	levelreq-display		5	5					lgry	wd37												0	0
Skartara Bluethorn	1			Crafting Herb	1	1							4	337	pierce		5	5	levelreq-display		5	5					lblu	wd38												0	0
Fey Sage	1			Crafting Herb	1	1							4	338	mana%		2	2	levelreq-display		5	5					dblu	wd39												0	0
Blood Myrtle	1			Crafting Herb	1	1							4	339	hp%		2	2	levelreq-display		5	5					dred	wd40												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	250	ac		25	25	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	251	manaskill		5	5	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	252	att		25	25	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	253	dmg-ac		-25	-25	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	254	regen-stam		150	150	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	255	stam		50	50	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	256	howl		16	16	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	257	res-cold		30	30	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	258	res-fire		30	30	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	259	res-ltng		30	30	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	260	res-pois		30	30	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	261	res-curse		15	15	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	262	dmg-cold	50	15	40	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	263	dmg-fire		20	45	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	264	dmg-ltng		1	65	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	265	dmg-pois	50	51	307	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	266	balance3		20	20	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	267	block3		20	20	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	268	cast3		20	20	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	269	swing3		20	20	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	270	move3		6	6	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	271	extra-fire		15	15	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	272	extra-cold		15	15	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	273	extra-ltng		15	15	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	274	extra-pois		15	15	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	275	thorns%		50	50	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	276	pot-rate		20	20	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	277	dur%		25	25	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	278					levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	279					levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	280					levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	281					levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	282					levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	283					levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	284					levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	285	red-dmg		2	2	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	286	red-mag		2	2	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	287	block		3	3	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	288	dmg-max		10	10	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	289	str		15	15	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	290	dex		15	15	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	291	enr		15	15	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	292	vit		15	15	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	293	regen		13	13	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	294	gold%		100	100	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	295	mag%		20	20	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	296	hp		20	20	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	297	mana		20	20	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	298	res-pois-len		15	15	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	299	ease		-10	-10	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	300	heal-gethit		3	3	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	301	mana-gethit		3	3	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	302	summon-dmg%		10	10	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	303	summon-res%		10	10	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	304	summon-ac%		10	10	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	305	cold-spell-dur		10	10	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	306	pois-spell-dur		10	10	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	307	healskill		20	20	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	308	heal-kill		5	5	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	309	mana-kill		5	5	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	310	heal-melee		1	1	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	311	mana-melee		1	1	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	312	addxp		3	3	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	313	dmg-global		5	5	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	314	ac-global		5	5	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	315	uninterrupt		10	10	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	316	openwounds		15	15	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	317	regen-mana		15	15	levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	318					levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	319					levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	320					levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	321					levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	322					levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	323					levelreq-display		10	10						trin												0	0
Signature Item Property	100			Clockwork Orb	1	1							4	324					levelreq-display		10	10						trin												0	0
Ingredient Key Poe	100			Crafting Unique	1	1							4	325	keystack		50	50										trin												0	0
Potion Stack	100			Crafting Unique	1	1							4	326	potionstack		50	50										trin												0	0
Item Stack	100			Crafting Unique	1	1							4	327	itemstack		10	10										trin												0	0
Ingredient Deck	100			Crafting Unique	1	1							4	328	rerollstack		10	10										trin												0	0
Ingredient Gemstone Eye	100			Crafting Unique	1	1							4	330	leveldelta		20	20	rerollstack		10	10	levelreq-display		-10	-10		trin												0	0
Ingredient Pyramid	100			Crafting Unique	1	1							4	329	chargestack		5	5										trin												0	0
Ingredient Tech Orb	100			Crafting Unique	1	1							4	332	chargestack		10	10										trin												0	0
Ingredient Guidestone	100			Crafting Unique	1	1							4	333	chargestack		10	10										trin												0	0
Self Repairing Throwing 1	100	Demonhearts	1 per 50	Automod	1	1	1		0				4	380	rep-quant	2	2	2										armo	weap											0	0
Self Repairing Throwing 2	100	Throwing	1 per 1	Automod	1	1	1		0				4	381	rep-quant	100	100	100										armo	weap											0	0
Self Repairing Throwing 3	100	Quivers	1 per 1	Automod	1	1	1		0				4	382	rep-quant	100	100	100										misl												0	0
