description	*Laz/Usage	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i30	l22					useitem,tmp			100	0	0	0	0	0	pois-spell-dur			10	10	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i31	l22					useitem,tmp			100	0	0	0	0	0	pois-spell-dur			10	10	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i32	l22					useitem,tmp			100	0	0	0	0	0	pois-spell-dur			10	10	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i33	l22					useitem,tmp			100	0	0	0	0	0	pois-spell-dur			10	10	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i34	l22					useitem,tmp			100	0	0	0	0	0	pois-spell-dur			10	10	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i35	l22					useitem,tmp			100	0	0	0	0	0	pois-spell-dur			10	10	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i01	l23					useitem,tmp			100	ac	0	0	25	25	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i02	l23					useitem,tmp			100	manaskill	0	0	5	5	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i03	l23					useitem,tmp			100	att	0	0	25	25	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i04	l23					useitem,tmp			100	dmg-ac	0	0	-25	-25	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i05	l23					useitem,tmp			100	regen-stam	0	0	150	150	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i06	l23					useitem,tmp			100	stam	0	0	50	50	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i07	l23					useitem,tmp			100	howl	0	0	16	16	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i08	l23					useitem,tmp			100	res-cold	0	0	30	30	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i09	l23					useitem,tmp			100	res-fire	0	0	30	30	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i10	l23					useitem,tmp			100	res-ltng	0	0	30	30	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i11	l23					useitem,tmp			100	res-pois	0	0	30	30	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i12	l23					useitem,tmp			100	res-curse	0	0	15	15	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i13	l23					useitem,tmp			100	dmg-cold	0	50	15	40	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i14	l23					useitem,tmp			100	dmg-fire	0	0	20	45	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i15	l23					useitem,tmp			100	dmg-ltng	0	0	0,5	65	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i16	l23					useitem,tmp			100	dmg-pois	0	50	51	307	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i17	l23					useitem,tmp			100	balance3	0	0	20	20	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i18	l23					useitem,tmp			100	block3	0	0	20	20	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i19	l23					useitem,tmp			100	cast3	0	0	20	20	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i20	l23					useitem,tmp			100	swing3	0	0	20	20	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i21	l23					useitem,tmp			100	move3	0	0	6	6	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i22	l23					useitem,tmp			100	extra-fire	0	0	15	15	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i23	l23					useitem,tmp			100	extra-cold	0	0	15	15	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i24	l23					useitem,tmp			100	extra-ltng	0	0	15	15	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i25	l23					useitem,tmp			100	extra-pois	0	0	15	15	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i26	l23					useitem,tmp			100	thorns%	0	0	50	50	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i27	l23					useitem,tmp			100	pot-rate	0	0	20	20	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i28	l23					useitem,tmp			100	dur%	0	0	25	25	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i29	l23					useitem,tmp			100	0	0	0	0	0	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i30	l23					useitem,tmp			100	0	0	0	0	0	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i31	l23					useitem,tmp			100	0	0	0	0	0	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i32	l23					useitem,tmp			100	0	0	0	0	0	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i33	l23					useitem,tmp			100	0	0	0	0	0	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i34	l23					useitem,tmp			100	0	0	0	0	0	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i35	l23					useitem,tmp			100	0	0	0	0	0	healskill			20	20	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i01	l24					useitem,tmp			100	ac	0	0	25	25	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i02	l24					useitem,tmp			100	manaskill	0	0	5	5	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i03	l24					useitem,tmp			100	att	0	0	25	25	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i04	l24					useitem,tmp			100	dmg-ac	0	0	-25	-25	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i05	l24					useitem,tmp			100	regen-stam	0	0	150	150	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i06	l24					useitem,tmp			100	stam	0	0	50	50	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i07	l24					useitem,tmp			100	howl	0	0	16	16	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i08	l24					useitem,tmp			100	res-cold	0	0	30	30	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i09	l24					useitem,tmp			100	res-fire	0	0	30	30	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i10	l24					useitem,tmp			100	res-ltng	0	0	30	30	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i11	l24					useitem,tmp			100	res-pois	0	0	30	30	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i12	l24					useitem,tmp			100	res-curse	0	0	15	15	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i13	l24					useitem,tmp			100	dmg-cold	0	50	15	40	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i14	l24					useitem,tmp			100	dmg-fire	0	0	20	45	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i15	l24					useitem,tmp			100	dmg-ltng	0	0	0,5	65	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i16	l24					useitem,tmp			100	dmg-pois	0	50	51	307	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i17	l24					useitem,tmp			100	balance3	0	0	20	20	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i18	l24					useitem,tmp			100	block3	0	0	20	20	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i19	l24					useitem,tmp			100	cast3	0	0	20	20	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i20	l24					useitem,tmp			100	swing3	0	0	20	20	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i21	l24					useitem,tmp			100	move3	0	0	6	6	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i22	l24					useitem,tmp			100	extra-fire	0	0	15	15	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i23	l24					useitem,tmp			100	extra-cold	0	0	15	15	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i24	l24					useitem,tmp			100	extra-ltng	0	0	15	15	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i25	l24					useitem,tmp			100	extra-pois	0	0	15	15	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i26	l24					useitem,tmp			100	thorns%	0	0	50	50	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i27	l24					useitem,tmp			100	pot-rate	0	0	20	20	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i28	l24					useitem,tmp			100	dur%	0	0	25	25	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i29	l24					useitem,tmp			100	0	0	0	0	0	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i30	l24					useitem,tmp			100	0	0	0	0	0	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i31	l24					useitem,tmp			100	0	0	0	0	0	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i32	l24					useitem,tmp			100	0	0	0	0	0	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i33	l24					useitem,tmp			100	0	0	0	0	0	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i34	l24					useitem,tmp			100	0	0	0	0	0	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i35	l24					useitem,tmp			100	0	0	0	0	0	heal-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i01	l25					useitem,tmp			100	ac	0	0	25	25	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i02	l25					useitem,tmp			100	manaskill	0	0	5	5	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i03	l25					useitem,tmp			100	att	0	0	25	25	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i04	l25					useitem,tmp			100	dmg-ac	0	0	-25	-25	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i05	l25					useitem,tmp			100	regen-stam	0	0	150	150	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i06	l25					useitem,tmp			100	stam	0	0	50	50	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i07	l25					useitem,tmp			100	howl	0	0	16	16	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i08	l25					useitem,tmp			100	res-cold	0	0	30	30	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i09	l25					useitem,tmp			100	res-fire	0	0	30	30	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i10	l25					useitem,tmp			100	res-ltng	0	0	30	30	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i11	l25					useitem,tmp			100	res-pois	0	0	30	30	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i12	l25					useitem,tmp			100	res-curse	0	0	15	15	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i13	l25					useitem,tmp			100	dmg-cold	0	50	15	40	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i14	l25					useitem,tmp			100	dmg-fire	0	0	20	45	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i15	l25					useitem,tmp			100	dmg-ltng	0	0	0,5	65	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i16	l25					useitem,tmp			100	dmg-pois	0	50	51	307	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i17	l25					useitem,tmp			100	balance3	0	0	20	20	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i18	l25					useitem,tmp			100	block3	0	0	20	20	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i19	l25					useitem,tmp			100	cast3	0	0	20	20	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i20	l25					useitem,tmp			100	swing3	0	0	20	20	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i21	l25					useitem,tmp			100	move3	0	0	6	6	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i22	l25					useitem,tmp			100	extra-fire	0	0	15	15	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i23	l25					useitem,tmp			100	extra-cold	0	0	15	15	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i24	l25					useitem,tmp			100	extra-ltng	0	0	15	15	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i25	l25					useitem,tmp			100	extra-pois	0	0	15	15	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i26	l25					useitem,tmp			100	thorns%	0	0	50	50	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i27	l25					useitem,tmp			100	pot-rate	0	0	20	20	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i28	l25					useitem,tmp			100	dur%	0	0	25	25	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i29	l25					useitem,tmp			100	0	0	0	0	0	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i30	l25					useitem,tmp			100	0	0	0	0	0	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i31	l25					useitem,tmp			100	0	0	0	0	0	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i32	l25					useitem,tmp			100	0	0	0	0	0	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i33	l25					useitem,tmp			100	0	0	0	0	0	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i34	l25					useitem,tmp			100	0	0	0	0	0	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i35	l25					useitem,tmp			100	0	0	0	0	0	mana-kill			5	5	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i01	l26					useitem,tmp			100	ac	0	0	25	25	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i02	l26					useitem,tmp			100	manaskill	0	0	5	5	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i03	l26					useitem,tmp			100	att	0	0	25	25	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i04	l26					useitem,tmp			100	dmg-ac	0	0	-25	-25	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i05	l26					useitem,tmp			100	regen-stam	0	0	150	150	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i06	l26					useitem,tmp			100	stam	0	0	50	50	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i07	l26					useitem,tmp			100	howl	0	0	16	16	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i08	l26					useitem,tmp			100	res-cold	0	0	30	30	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i09	l26					useitem,tmp			100	res-fire	0	0	30	30	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i10	l26					useitem,tmp			100	res-ltng	0	0	30	30	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i11	l26					useitem,tmp			100	res-pois	0	0	30	30	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i12	l26					useitem,tmp			100	res-curse	0	0	15	15	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i13	l26					useitem,tmp			100	dmg-cold	0	50	15	40	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i14	l26					useitem,tmp			100	dmg-fire	0	0	20	45	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i15	l26					useitem,tmp			100	dmg-ltng	0	0	0,5	65	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i16	l26					useitem,tmp			100	dmg-pois	0	50	51	307	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i17	l26					useitem,tmp			100	balance3	0	0	20	20	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i18	l26					useitem,tmp			100	block3	0	0	20	20	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i19	l26					useitem,tmp			100	cast3	0	0	20	20	heal-melee			1	1	levelreq			20	20																																																																					0
Any magical item + Prefix Orb + Suffix Orb = signature item	Clockwork Orb	1			0					3	wtev,mag	i20	l26					useitem,tmp			100	swing3	0	0	20	20	heal-melee			1	1	levelreq			20	20																																																																					0
