Treasure Class	*Laz/Info	*Laz/ItemChanceTotal	*Laz/ItemChance	*Laz/Unq	*Laz/Set	*Laz/Rar	*Laz/Mag	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	*eol
Act 5 Cast C	Monster classes	1,25%	10,00%	160				8	36	1					100	gld	18	Act 5 Equip C	16	Act 5 Junk	12	Act 5 Good	2	Act 5 Magic C	7	Act 5 Crafting	4	Jewelry C	1										0
Act 1 (N) Cast A	Monster classes	1,25%	10,00%	160				8	38	1					100	gld	18	Act 1 (N) Equip A	16	Act 1 (N) Junk	12	Act 1 (N) Good	2	Act 1 (N) Magic A	7	Act 1 (N) Crafting	4	Jewelry C	1										0
Act 1 (N) Cast B	Monster classes	1,25%	10,00%	160				8	40	1					100	gld	18	Act 1 (N) Equip B	16	Act 1 (N) Junk	12	Act 1 (N) Good	2	Act 1 (N) Magic B	7	Act 1 (N) Crafting	4	Jewelry C	1										0
Act 1 (N) Cast C	Monster classes	1,25%	10,00%	160				8	41	1					100	gld	18	Act 1 (N) Equip B	16	Act 1 (N) Junk	12	Act 1 (N) Good	2	Act 1 (N) Magic B	7	Act 1 (N) Crafting	4	Jewelry C	1										0
Act 2 (N) Cast A	Monster classes	1,25%	10,00%	160				8	42	1					100	gld	18	Act 2 (N) Equip A	16	Act 2 (N) Junk	12	Act 2 (N) Good	2	Act 2 (N) Magic A	7	Act 2 (N) Crafting	4	Jewelry C	1										0
Act 2 (N) Cast B	Monster classes	1,25%	10,00%	160				8	44	1					100	gld	18	Act 2 (N) Equip B	16	Act 2 (N) Junk	12	Act 2 (N) Good	2	Act 2 (N) Magic B	7	Act 2 (N) Crafting	4	Jewelry C	1										0
Act 2 (N) Cast C	Monster classes	1,25%	10,00%	160				8	45	1					100	gld	18	Act 2 (N) Equip B	16	Act 2 (N) Junk	12	Act 2 (N) Good	2	Act 2 (N) Magic B	7	Act 2 (N) Crafting	4	Jewelry C	1										0
Act 3 (N) Cast A	Monster classes	1,25%	10,00%	160				8	46	1					100	gld	18	Act 3 (N) Equip A	16	Act 3 (N) Junk	12	Act 3 (N) Good	2	Act 3 (N) Magic A	7	Act 3 (N) Crafting	4	Jewelry C	1										0
Act 3 (N) Cast B	Monster classes	1,25%	10,00%	160				8	48	1					100	gld	18	Act 3 (N) Equip B	16	Act 3 (N) Junk	12	Act 3 (N) Good	2	Act 3 (N) Magic B	7	Act 3 (N) Crafting	4	Jewelry C	1										0
Act 3 (N) Cast C	Monster classes	1,25%	10,00%	160				8	50	1					100	gld	18	Act 3 (N) Equip B	16	Act 3 (N) Junk	12	Act 3 (N) Good	2	Act 3 (N) Magic B	7	Act 3 (N) Crafting	4	Jewelry C	1										0
Act 4 (N) Cast A	Monster classes	1,25%	10,00%	160				8	51	1					100	gld	18	Act 4 (N) Equip A	16	Act 4 (N) Junk	12	Act 4 (N) Good	2	Act 4 (N) Magic A	7	Act 4 (N) Crafting	4	Jewelry C	1										0
Act 4 (N) Cast B	Monster classes	1,25%	10,00%	160				8	54	1					100	gld	18	Act 4 (N) Equip B	16	Act 4 (N) Junk	12	Act 4 (N) Good	2	Act 4 (N) Magic B	7	Act 4 (N) Crafting	4	Jewelry C	1										0
Act 5 (N) Cast A	Monster classes	1,25%	10,00%	160				8	57	1					100	gld	18	Act 5 (N) Equip A	16	Act 5 (N) Junk	12	Act 5 (N) Good	2	Act 5 (N) Magic A	7	Act 5 (N) Crafting	4	Jewelry C	1										0
Act 5 (N) Cast B	Monster classes	1,25%	10,00%	160				8	60	1					100	gld	18	Act 5 (N) Equip B	16	Act 5 (N) Junk	12	Act 5 (N) Good	2	Act 5 (N) Magic B	7	Act 5 (N) Crafting	4	Jewelry C	1										0
Act 5 (N) Cast C	Monster classes	1,25%	10,00%	160				8	62	1					100	gld	18	Act 5 (N) Equip C	16	Act 5 (N) Junk	12	Act 5 (N) Good	2	Act 5 (N) Magic B	7	Act 5 (N) Crafting	4	Jewelry C	1										0
Act 1 (H) Cast A	Monster classes	1,25%	10,00%	160				8	63	1					100	gld	18	Act 1 (H) Equip A	16	Act 1 (H) Junk	12	Act 1 (H) Good	2	Act 1 (H) Magic A	7	Act 1 (H) Crafting	4	Jewelry C	1										0
Act 1 (H) Cast B	Monster classes	1,25%	10,00%	160				8	66	1					100	gld	18	Act 1 (H) Equip B	16	Act 1 (H) Junk	12	Act 1 (H) Good	2	Act 1 (H) Magic B	7	Act 1 (H) Crafting	4	Jewelry C	1										0
Act 1 (H) Cast C	Monster classes	1,25%	10,00%	160				8	68	1					100	gld	18	Act 1 (H) Equip B	16	Act 1 (H) Junk	12	Act 1 (H) Good	2	Act 1 (H) Magic B	7	Act 1 (H) Crafting	4	Jewelry C	1										0
Act 2 (H) Cast A	Monster classes	1,25%	10,00%	160				8	69	1					100	gld	18	Act 2 (H) Equip A	16	Act 1 (H) Junk	12	Act 2 (H) Good	2	Act 2 (H) Magic A	7	Act 2 (H) Crafting	4	Jewelry C	1										0
Act 2 (H) Cast B	Monster classes	1,25%	10,00%	160				8	71	1					100	gld	18	Act 2 (H) Equip B	16	Act 1 (H) Junk	12	Act 2 (H) Good	2	Act 2 (H) Magic B	7	Act 2 (H) Crafting	4	Jewelry C	1										0
Act 2 (H) Cast C	Monster classes	1,25%	10,00%	160				8	72	1					100	gld	18	Act 2 (H) Equip B	16	Act 1 (H) Junk	12	Act 2 (H) Good	2	Act 2 (H) Magic B	7	Act 2 (H) Crafting	4	Jewelry C	1										0
Act 3 (H) Cast A	Monster classes	1,25%	10,00%	160				8	74	1					100	gld	18	Act 3 (H) Equip A	16	Act 1 (H) Junk	12	Act 3 (H) Good	2	Act 3 (H) Magic A	7	Act 3 (H) Crafting	4	Jewelry C	1										0
Act 3 (H) Cast B	Monster classes	1,25%	10,00%	160				8	75	1					100	gld	18	Act 3 (H) Equip B	16	Act 1 (H) Junk	12	Act 3 (H) Good	2	Act 3 (H) Magic B	7	Act 3 (H) Crafting	4	Jewelry C	1										0
Act 3 (H) Cast C	Monster classes	1,25%	10,00%	160				8	77	1					100	gld	18	Act 3 (H) Equip B	16	Act 1 (H) Junk	12	Act 3 (H) Good	2	Act 3 (H) Magic B	7	Act 3 (H) Crafting	4	Jewelry C	1										0
Act 4 (H) Cast A	Monster classes	1,25%	10,00%	160				8	78	1					100	gld	18	Act 4 (H) Equip A	16	Act 1 (H) Junk	12	Act 4 (H) Good	2	Act 4 (H) Magic A	7	Act 4 (H) Crafting	4	Jewelry C	1										0
Act 4 (H) Cast B	Monster classes	1,25%	10,00%	160				8	80	1					100	gld	18	Act 4 (H) Equip B	16	Act 1 (H) Junk	12	Act 4 (H) Good	2	Act 4 (H) Magic B	7	Act 4 (H) Crafting	4	Jewelry C	1										0
Act 5 (H) Cast A	Monster classes	1,25%	10,00%	160				8	81	1					100	gld	18	Act 5 (H) Equip A	16	Act 1 (H) Junk	12	Act 5 (H) Good	2	Act 5 (H) Magic A	7	Act 5 (H) Crafting	4	Jewelry C	1										0
Act 5 (H) Cast B	Monster classes	1,25%	10,00%	160				8	83	1					100	gld	18	Act 5 (H) Equip B	16	Act 1 (H) Junk	12	Act 5 (H) Good	2	Act 5 (H) Magic B	7	Act 5 (H) Crafting	4	Jewelry C	1										0
Act 5 (H) Cast C	Monster classes	1,25%	10,00%	160				8	85	1					100	gld	18	Act 5 (H) Equip C	16	Act 1 (H) Junk	12	Act 5 (H) Good	2	Act 5 (H) Magic B	7	Act 5 (H) Crafting	4	Jewelry C	1										0
Act 1 Cast Big A	Monster classes							8	0	-2					0	Act 1 Cast A	2																						0
Act 1 Cast Big B	Monster classes							8	5	-2					0	Act 1 Cast B	2																						0
Act 1 Cast Big C	Monster classes							8	9	-2					0	Act 1 Cast C	2																						0
Act 2 Cast Big A	Monster classes							8	12	-2					0	Act 2 Cast A	2																						0
Act 2 Cast Big B	Monster classes							8	15	-2					0	Act 2 Cast B	2																						0
Act 2 Cast Big C	Monster classes							8	18	-2					0	Act 2 Cast C	2																						0
Act 3 Cast Big A	Monster classes							8	20	-2					0	Act 3 Cast A	2																						0
Act 3 Cast Big B	Monster classes							8	22	-2					0	Act 3 Cast B	2																						0
Act 3 Cast Big C	Monster classes							8	24	-2					0	Act 3 Cast C	2																						0
Act 4 Cast Big A	Monster classes							8	26	-2					0	Act 4 Cast A	2																						0
Act 4 Cast Big B	Monster classes							8	29	-2					0	Act 4 Cast B	2																						0
Act 5 Cast Big A	Monster classes							8	32	-2					0	Act 5 Cast A	2																						0
Act 5 Cast Big B	Monster classes							8	34	-2					0	Act 5 Cast B	2																						0
Act 5 Cast Big C	Monster classes							8	36	-2					0	Act 5 Cast C	2																						0
Act 1 (N) Cast Big A	Monster classes							8	38	-2					0	Act 1 (N) Cast A	2																						0
Act 1 (N) Cast Big B	Monster classes							8	40	-2					0	Act 1 (N) Cast B	2																						0
Act 1 (N) Cast Big C	Monster classes							8	41	-2					0	Act 1 (N) Cast C	2																						0
Act 2 (N) Cast Big A	Monster classes							8	42	-2					0	Act 2 (N) Cast A	2																						0
Act 2 (N) Cast Big B	Monster classes							8	44	-2					0	Act 2 (N) Cast B	2																						0
Act 2 (N) Cast Big C	Monster classes							8	45	-2					0	Act 2 (N) Cast C	2																						0
Act 3 (N) Cast Big A	Monster classes							8	46	-2					0	Act 3 (N) Cast A	2																						0
Act 3 (N) Cast Big B	Monster classes							8	48	-2					0	Act 3 (N) Cast B	2																						0
Act 3 (N) Cast Big C	Monster classes							8	50	-2					0	Act 3 (N) Cast C	2																						0
Act 4 (N) Cast Big A	Monster classes							8	51	-2					0	Act 4 (N) Cast A	2																						0
Act 4 (N) Cast Big B	Monster classes							8	54	-2					0	Act 4 (N) Cast B	2																						0
Act 5 (N) Cast Big A	Monster classes							8	57	-2					0	Act 5 (N) Cast A	2																						0
Act 5 (N) Cast Big B	Monster classes							8	60	-2					0	Act 5 (N) Cast B	2																						0
Act 5 (N) Cast Big C	Monster classes							8	62	-2					0	Act 5 (N) Cast C	2																						0
Act 1 (H) Cast Big A	Monster classes							8	63	-2					0	Act 1 (H) Cast A	2																						0
Act 1 (H) Cast Big B	Monster classes							8	66	-2					0	Act 1 (H) Cast B	2																						0
Act 1 (H) Cast Big C	Monster classes							8	68	-2					0	Act 1 (H) Cast C	2																						0
Act 2 (H) Cast Big A	Monster classes							8	69	-2					0	Act 2 (H) Cast A	2																						0
Act 2 (H) Cast Big B	Monster classes							8	71	-2					0	Act 2 (H) Cast B	2																						0
Act 2 (H) Cast Big C	Monster classes							8	72	-2					0	Act 2 (H) Cast C	2																						0
Act 3 (H) Cast Big A	Monster classes							8	74	-2					0	Act 3 (H) Cast A	2																						0
Act 3 (H) Cast Big B	Monster classes							8	75	-2					0	Act 3 (H) Cast B	2																						0
Act 3 (H) Cast Big C	Monster classes							8	77	-2					0	Act 3 (H) Cast C	2																						0
Act 4 (H) Cast Big A	Monster classes							8	78	-2					0	Act 4 (H) Cast A	2																						0
Act 4 (H) Cast Big B	Monster classes							8	80	-2					0	Act 4 (H) Cast B	2																						0
Act 5 (H) Cast Big A	Monster classes							8	81	-2					0	Act 5 (H) Cast A	2																						0
Act 5 (H) Cast Big B	Monster classes							8	83	-2					0	Act 5 (H) Cast B	2																						0
Act 5 (H) Cast Big C	Monster classes							8	85	-2					0	Act 5 (H) Cast C	2																						0
Act 1 Miss A	Monster classes	1,25%	10,00%					9	0	1					100	gld	18	Act 1 Equip A	16	Act 1 Junk	16	Act 1 Good	2	Act 1 Bow A	4	Ammo	4												0
Act 1 Miss B	Monster classes	1,25%	10,00%					9	5	1					100	gld	18	Act 1 Equip B	16	Act 1 Junk	16	Act 1 Good	2	Act 1 Bow B	4	Ammo	4												0
Act 1 Miss C	Monster classes	1,25%	10,00%					9	9	1					100	gld	18	Act 1 Equip C	16	Act 1 Junk	16	Act 1 Good	2	Act 1 Bow C	4	Ammo	4												0
Act 2 Miss A	Monster classes	1,25%	10,00%					9	12	1					100	gld	18	Act 2 Equip A	16	Act 2 Junk	16	Act 2 Good	2	Act 2 Bow A	4	Ammo	4												0
Act 2 Miss B	Monster classes	1,25%	10,00%					9	15	1					100	gld	18	Act 2 Equip B	16	Act 2 Junk	16	Act 2 Good	2	Act 2 Bow B	4	Ammo	4												0
Act 2 Miss C	Monster classes	1,25%	10,00%					9	18	1					100	gld	18	Act 2 Equip C	16	Act 2 Junk	14	Act 3 Good	2	Act 2 Bow C	4	Act 3 Crafting	2	Ammo	4										0
Act 3 Miss A	Monster classes	1,25%	10,00%					9	20	1					100	gld	18	Act 3 Equip A	16	Act 3 Junk	12	Act 3 Good	2	Act 3 Bow A	4	Act 3 Crafting	4	Ammo	4										0
Act 3 Miss B	Monster classes	1,25%	10,00%					9	22	1					100	gld	18	Act 3 Equip B	16	Act 3 Junk	12	Act 3 Good	2	Act 3 Bow B	4	Act 3 Crafting	4	Ammo	4										0
Act 3 Miss C	Monster classes	1,25%	10,00%					9	24	1					100	gld	18	Act 3 Equip C	16	Act 3 Junk	12	Act 3 Good	2	Act 3 Bow C	4	Act 3 Crafting	4	Ammo	4										0
Act 4 Miss A	Monster classes	1,25%	10,00%					9	26	1					100	gld	18	Act 4 Equip A	16	Act 4 Junk	12	Act 4 Good	2	Act 4 Bow A	4	Act 4 Crafting	4	Ammo	4										0
Act 4 Miss B	Monster classes	1,25%	10,00%					9	29	1					100	gld	18	Act 4 Equip B	16	Act 4 Junk	12	Act 4 Good	2	Act 4 Bow B	4	Act 4 Crafting	4	Ammo	4										0
Act 5 Miss A	Monster classes	1,25%	10,00%					9	32	1					100	gld	18	Act 5 Equip A	16	Act 5 Junk	12	Act 5 Good	2	Act 5 Bow A	4	Act 5 Crafting	4	Ammo	4										0
Act 5 Miss B	Monster classes	1,25%	10,00%					9	34	1					100	gld	18	Act 5 Equip B	16	Act 5 Junk	12	Act 5 Good	2	Act 5 Bow B	4	Act 5 Crafting	4	Ammo	4										0
Act 5 Miss C	Monster classes	1,25%	10,00%					9	36	1					100	gld	18	Act 5 Equip C	16	Act 5 Junk	12	Act 5 Good	2	Act 5 Bow B	4	Act 5 Crafting	4	Ammo	4										0
Act 1 (N) Miss A	Monster classes	1,25%	10,00%					9	38	1					100	gld	18	Act 1 (N) Equip A	16	Act 1 (N) Junk	12	Act 1 (N) Good	2	Act 1 (N) Bow A	4	Act 1 (N) Crafting	4	Ammo	4										0
Act 1 (N) Miss B	Monster classes	1,25%	10,00%					9	40	1					100	gld	18	Act 1 (N) Equip B	16	Act 1 (N) Junk	12	Act 1 (N) Good	2	Act 1 (N) Bow B	4	Act 1 (N) Crafting	4	Ammo	4										0
Act 1 (N) Miss C	Monster classes	1,25%	10,00%					9	41	1					100	gld	18	Act 1 (N) Equip B	16	Act 1 (N) Junk	12	Act 1 (N) Good	2	Act 1 (N) Bow B	4	Act 1 (N) Crafting	4	Ammo	4										0
Act 2 (N) Miss A	Monster classes	1,25%	10,00%					9	42	1					100	gld	18	Act 2 (N) Equip A	16	Act 2 (N) Junk	12	Act 2 (N) Good	2	Act 2 (N) Bow A	4	Act 2 (N) Crafting	4	Ammo	4										0
Act 2 (N) Miss B	Monster classes	1,25%	10,00%					9	44	1					100	gld	18	Act 2 (N) Equip B	16	Act 2 (N) Junk	12	Act 2 (N) Good	2	Act 2 (N) Bow B	4	Act 2 (N) Crafting	4	Ammo	4										0
Act 2 (N) Miss C	Monster classes	1,25%	10,00%					9	45	1					100	gld	18	Act 2 (N) Equip B	16	Act 2 (N) Junk	12	Act 2 (N) Good	2	Act 2 (N) Bow B	4	Act 2 (N) Crafting	4	Ammo	4										0
Act 3 (N) Miss A	Monster classes	1,25%	10,00%					9	46	1					100	gld	18	Act 3 (N) Equip A	16	Act 3 (N) Junk	12	Act 3 (N) Good	2	Act 3 (N) Bow A	4	Act 3 (N) Crafting	4	Ammo	4										0
Act 3 (N) Miss B	Monster classes	1,25%	10,00%					9	48	1					100	gld	18	Act 3 (N) Equip B	16	Act 3 (N) Junk	12	Act 3 (N) Good	2	Act 3 (N) Bow B	4	Act 3 (N) Crafting	4	Ammo	4										0
Act 3 (N) Miss C	Monster classes	1,25%	10,00%					9	50	1					100	gld	18	Act 3 (N) Equip B	16	Act 3 (N) Junk	12	Act 3 (N) Good	2	Act 3 (N) Bow B	4	Act 3 (N) Crafting	4	Ammo	4										0
Act 4 (N) Miss A	Monster classes	1,25%	10,00%					9	51	1					100	gld	18	Act 4 (N) Equip A	16	Act 4 (N) Junk	12	Act 4 (N) Good	2	Act 4 (N) Bow A	4	Act 4 (N) Crafting	4	Ammo	4										0
Act 4 (N) Miss B	Monster classes	1,25%	10,00%					9	54	1					100	gld	18	Act 4 (N) Equip B	16	Act 4 (N) Junk	12	Act 4 (N) Good	2	Act 4 (N) Bow B	4	Act 4 (N) Crafting	4	Ammo	4										0
Act 5 (N) Miss A	Monster classes	1,25%	10,00%					9	57	1					100	gld	18	Act 5 (N) Equip A	16	Act 5 (N) Junk	12	Act 5 (N) Good	2	Act 5 (N) Bow A	4	Act 5 (N) Crafting	4	Ammo	4										0
Act 5 (N) Miss B	Monster classes	1,25%	10,00%					9	60	1					100	gld	18	Act 5 (N) Equip B	16	Act 5 (N) Junk	12	Act 5 (N) Good	2	Act 5 (N) Bow B	4	Act 5 (N) Crafting	4	Ammo	4										0
Act 5 (N) Miss C	Monster classes	1,25%	10,00%					9	62	1					100	gld	18	Act 5 (N) Equip C	16	Act 5 (N) Junk	12	Act 5 (N) Good	2	Act 5 (N) Bow B	4	Act 5 (N) Crafting	4	Ammo	4										0
Act 1 (H) Miss A	Monster classes	1,25%	10,00%					9	63	1					100	gld	18	Act 1 (H) Equip A	16	Act 1 (H) Junk	12	Act 1 (H) Good	2	Act 1 (H) Bow A	4	Act 1 (H) Crafting	4	Ammo	4										0
Act 1 (H) Miss B	Monster classes	1,25%	10,00%					9	66	1					100	gld	18	Act 1 (H) Equip B	16	Act 1 (H) Junk	12	Act 1 (H) Good	2	Act 1 (H) Bow B	4	Act 1 (H) Crafting	4	Ammo	4										0
Act 1 (H) Miss C	Monster classes	1,25%	10,00%					9	68	1					100	gld	18	Act 1 (H) Equip B	16	Act 1 (H) Junk	12	Act 1 (H) Good	2	Act 1 (H) Bow B	4	Act 1 (H) Crafting	4	Ammo	4										0
Act 2 (H) Miss A	Monster classes	1,25%	10,00%					9	69	1					100	gld	18	Act 2 (H) Equip A	16	Act 1 (H) Junk	12	Act 2 (H) Good	2	Act 2 (H) Bow A	4	Act 2 (H) Crafting	4	Ammo	4										0
Act 2 (H) Miss B	Monster classes	1,25%	10,00%					9	71	1					100	gld	18	Act 2 (H) Equip B	16	Act 1 (H) Junk	12	Act 2 (H) Good	2	Act 2 (H) Bow B	4	Act 2 (H) Crafting	4	Ammo	4										0
Act 2 (H) Miss C	Monster classes	1,25%	10,00%					9	72	1					100	gld	18	Act 2 (H) Equip B	16	Act 1 (H) Junk	12	Act 2 (H) Good	2	Act 2 (H) Bow B	4	Act 2 (H) Crafting	4	Ammo	4										0
Act 3 (H) Miss A	Monster classes	1,25%	10,00%					9	74	1					100	gld	18	Act 3 (H) Equip A	16	Act 1 (H) Junk	12	Act 3 (H) Good	2	Act 3 (H) Bow A	4	Act 3 (H) Crafting	4	Ammo	4										0
Act 3 (H) Miss B	Monster classes	1,25%	10,00%					9	75	1					100	gld	18	Act 3 (H) Equip B	16	Act 1 (H) Junk	12	Act 3 (H) Good	2	Act 3 (H) Bow B	4	Act 3 (H) Crafting	4	Ammo	4										0
Act 3 (H) Miss C	Monster classes	1,25%	10,00%					9	77	1					100	gld	18	Act 3 (H) Equip B	16	Act 1 (H) Junk	12	Act 3 (H) Good	2	Act 3 (H) Bow B	4	Act 3 (H) Crafting	4	Ammo	4										0
Act 4 (H) Miss A	Monster classes	1,25%	10,00%					9	78	1					100	gld	18	Act 4 (H) Equip A	16	Act 1 (H) Junk	12	Act 4 (H) Good	2	Act 4 (H) Bow A	4	Act 4 (H) Crafting	4	Ammo	4										0
Act 4 (H) Miss B	Monster classes	1,25%	10,00%					9	80	1					100	gld	18	Act 4 (H) Equip B	16	Act 1 (H) Junk	12	Act 4 (H) Good	2	Act 4 (H) Bow B	4	Act 4 (H) Crafting	4	Ammo	4										0
Act 5 (H) Miss A	Monster classes	1,25%	10,00%					9	81	1					100	gld	18	Act 5 (H) Equip A	16	Act 1 (H) Junk	12	Act 5 (H) Good	2	Act 5 (H) Bow A	4	Act 5 (H) Crafting	4	Ammo	4										0
Act 5 (H) Miss B	Monster classes	1,25%	10,00%					9	83	1					100	gld	18	Act 5 (H) Equip B	16	Act 1 (H) Junk	12	Act 5 (H) Good	2	Act 5 (H) Bow B	4	Act 5 (H) Crafting	4	Ammo	4										0
Act 5 (H) Miss C	Monster classes	1,25%	10,00%					9	85	1					100	gld	18	Act 5 (H) Equip C	16	Act 1 (H) Junk	12	Act 5 (H) Good	2	Act 5 (H) Bow B	4	Act 5 (H) Crafting	4	Ammo	4										0
Act 1 Miss Big A	Monster classes							9	0	-2					0	Act 1 Miss A	2																						0
Act 1 Miss Big B	Monster classes							9	5	-2					0	Act 1 Miss B	2																						0
Act 1 Miss Big C	Monster classes							9	9	-2					0	Act 1 Miss C	2																						0
Act 2 Miss Big A	Monster classes							9	12	-2					0	Act 2 Miss A	2																						0
Act 2 Miss Big B	Monster classes							9	15	-2					0	Act 2 Miss B	2																						0
Act 2 Miss Big C	Monster classes							9	18	-2					0	Act 2 Miss C	2																						0
Act 3 Miss Big A	Monster classes							9	20	-2					0	Act 3 Miss A	2																						0
Act 3 Miss Big B	Monster classes							9	22	-2					0	Act 3 Miss B	2																						0
Act 3 Miss Big C	Monster classes							9	24	-2					0	Act 3 Miss C	2																						0
Act 4 Miss Big A	Monster classes							9	26	-2					0	Act 4 Miss A	2																						0
Act 4 Miss Big B	Monster classes							9	29	-2					0	Act 4 Miss B	2																						0
Act 5 Miss Big A	Monster classes							9	32	-2					0	Act 5 Miss A	2																						0
Act 5 Miss Big B	Monster classes							9	34	-2					0	Act 5 Miss B	2																						0
Act 5 Miss Big C	Monster classes							9	36	-2					0	Act 5 Miss C	2																						0
Act 1 (N) Miss Big A	Monster classes							9	38	-2					0	Act 1 (N) Miss A	2																						0
Act 1 (N) Miss Big B	Monster classes							9	40	-2					0	Act 1 (N) Miss B	2																						0
Act 1 (N) Miss Big C	Monster classes							9	41	-2					0	Act 1 (N) Miss C	2																						0
Act 2 (N) Miss Big A	Monster classes							9	42	-2					0	Act 2 (N) Miss A	2																						0
Act 2 (N) Miss Big B	Monster classes							9	44	-2					0	Act 2 (N) Miss B	2																						0
Act 2 (N) Miss Big C	Monster classes							9	45	-2					0	Act 2 (N) Miss C	2																						0
Act 3 (N) Miss Big A	Monster classes							9	46	-2					0	Act 3 (N) Miss A	2																						0
Act 3 (N) Miss Big B	Monster classes							9	48	-2					0	Act 3 (N) Miss B	2																						0
Act 3 (N) Miss Big C	Monster classes							9	50	-2					0	Act 3 (N) Miss C	2																						0
Act 4 (N) Miss Big A	Monster classes							9	51	-2					0	Act 4 (N) Miss A	2																						0
Act 4 (N) Miss Big B	Monster classes							9	54	-2					0	Act 4 (N) Miss B	2																						0
Act 5 (N) Miss Big A	Monster classes							9	57	-2					0	Act 5 (N) Miss A	2																						0
Act 5 (N) Miss Big B	Monster classes							9	60	-2					0	Act 5 (N) Miss B	2																						0
Act 5 (N) Miss Big C	Monster classes							9	62	-2					0	Act 5 (N) Miss C	2																						0
Act 1 (H) Miss Big A	Monster classes							9	63	-2					0	Act 1 (H) Miss A	2																						0
Act 1 (H) Miss Big B	Monster classes							9	66	-2					0	Act 1 (H) Miss B	2																						0
Act 1 (H) Miss Big C	Monster classes							9	68	-2					0	Act 1 (H) Miss C	2																						0
Act 2 (H) Miss Big A	Monster classes							9	69	-2					0	Act 2 (H) Miss A	2																						0
Act 2 (H) Miss Big B	Monster classes							9	71	-2					0	Act 2 (H) Miss B	2																						0
Act 2 (H) Miss Big C	Monster classes							9	72	-2					0	Act 2 (H) Miss C	2																						0
Act 3 (H) Miss Big A	Monster classes							9	74	-2					0	Act 3 (H) Miss A	2																						0
Act 3 (H) Miss Big B	Monster classes							9	75	-2					0	Act 3 (H) Miss B	2																						0
Act 3 (H) Miss Big C	Monster classes							9	77	-2					0	Act 3 (H) Miss C	2																						0
Act 4 (H) Miss Big A	Monster classes							9	78	-2					0	Act 4 (H) Miss A	2																						0
Act 4 (H) Miss Big B	Monster classes							9	80	-2					0	Act 4 (H) Miss B	2																						0
Act 5 (H) Miss Big A	Monster classes							9	81	-2					0	Act 5 (H) Miss A	2																						0
Act 5 (H) Miss Big B	Monster classes							9	83	-2					0	Act 5 (H) Miss B	2																						0
Act 5 (H) Miss Big C	Monster classes							9	85	-2					0	Act 5 (H) Miss C	2																						0
Quill 1	Special Drops							16	0	1					125	gld	19	Act 1 Junk	19																				0
Quill 2	Special Drops							16	4	1					125	gld	19	Act 1 Junk	19																				0
Quill 3	Special Drops							16	8	1					125	gld	19	Act 1 Junk	19	Act 1 Good	1	gld,mul=1280	1																0
Quill 4	Special Drops							16	12	1					125	gld	19	Act 1 Junk	19	Act 1 Good	1	gld,mul=1536	1																0
Quill 5	Special Drops							16	20	1					125	gld	19	Act 3 Junk	19	Act 3 Good	1	gld,mul=2048	1																0
Quill 1 (N)	Special Drops							16	32	1					125	gld	19	Act 1 (N) Junk	19																				0
Quill 2 (N)	Special Drops							16	35	1					125	gld	19	Act 1 (N) Junk	19	Act 1 (N) Good	1																		0
Quill 3 (N)	Special Drops							16	38	1					125	gld	19	Act 1 (N) Junk	19	Act 1 (N) Good	1																		0
Quill 4 (N)	Special Drops							16	40	1					125	gld	19	Act 1 (N) Junk	19	Act 1 (N) Good	1																		0
Quill 5 (N)	Special Drops							16	46	1					125	gld	19	Act 3 (N) Junk	19	Act 3 (N) Good	1																		0
Quill 1 (H)	Special Drops							16	60	1					125	gld	19	Act 1 (H) Junk	19																				0
Quill 2 (H)	Special Drops							16	62	1					125	gld	19	Act 1 (H) Junk	19	Act 1 (H) Good	3																		0
Quill 3 (H)	Special Drops							16	65	1					125	gld	19	Act 1 (H) Junk	19	Act 1 (H) Good	3																		0
Quill 4 (H)	Special Drops							16	68	1					125	gld	19	Act 1 (H) Junk	19	Act 1 (H) Good	3																		0
Quill 5 (H)	Special Drops							16	85	1					125	gld	19	Act 3 (H) Junk	19	Act 3 (H) Good	3																		0
Act 1 Wraith A	Special Drops							10	0	1					75	Act 1 Good	4	Act 1 Magic A	25																				0
Act 1 Wraith B	Special Drops							10	5	1					75	Act 1 Good	4	Act 1 Magic B	25																				0
Act 1 Wraith C	Special Drops							10	9	1					75	Act 1 Good	4	Act 1 Magic C	25																				0
Act 2 Wraith A	Special Drops							10	12	1					75	Act 2 Good	4	Act 2 Magic A	25																				0
Act 2 Wraith B	Special Drops							10	15	1					75	Act 2 Good	4	Act 2 Magic B	25																				0
Act 2 Wraith C	Special Drops							10	18	1					75	Act 3 Good	4	Act 2 Magic C	25																				0
Act 3 Wraith A	Special Drops							10	20	1					75	Act 3 Good	4	Act 3 Magic A	25																				0
Act 3 Wraith B	Special Drops							10	22	1					75	Act 3 Good	4	Act 3 Magic B	25																				0
Act 3 Wraith C	Special Drops							10	24	1					75	Act 3 Good	4	Act 3 Magic C	25																				0
Act 4 Wraith A	Special Drops							10	26	1					75	Act 4 Good	4	Act 4 Magic A	25																				0
Act 4 Wraith B	Special Drops							10	29	1					75	Act 4 Good	4	Act 4 Magic B	25																				0
