Missile	*ID	*Laz	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	EMax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	*eol
glacialfissuretrail	1006	monster	1		1		4																																																			12		7		192	192	255	0	0	0	icestormimpactvar01	1024	6	8					3			1		1		1	3				1											1	1	1			1			Creeping Cold	4																																						48	16		82	sorceress_glacialspike_1	impact_cold_1			iceexplode															0
shatternovacenter	1007	monster	12	30	1	29																2	shake magnitude	1	shake duration									1	hit missile increment							1	hit missile increment											0	0			50		6		81	81	255	1	0	1	IceOrb	1024	16	16																						1			1	1							1																																											1							frozenorbexplode				shatternovawave							shatternovawave				0
shatternovawave	1008	monster	1		1		4																																															2	2	-500		25		4		81	81	255	0	0	1	IceBolt	1024	6	8					3			1		1		1	3				1											1	1	1			1			Ice Nova	4																																							32			sorceress_glacialspike_1	sorceress_iceblast_impact_1			iceexplode	iceexplode														0
spawnegg1	1009	monster	11		1	6																												965	monster idx	8	anim mode																					13		5		255	178	64	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1						1			1			1										8																																					4																						0
spawnegg2	1010	monster	11		1	6																												966	monster idx	8	anim mode																					13		5		255	178	64	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1						1			1			1										8																																					4																						0
spawnegg3	1011	monster	11		1	6																												967	monster idx	8	anim mode																					13		5		255	178	64	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1						1			1			1										8																																					4																						0
spawnegg4	1012	monster	11		1	6																												968	monster idx	8	anim mode																					13		5		255	178	64	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1						1			1			1										8																																					4																						0
spiderlaunchgoo	1013	monster	1		1					50	stun length (if 0, use skill)																																							50	stun length			24	24			25		2		64	255	64	1	0	1	FrogPoisonMissile	1024	7	16					3	1		1		1							1											1	1	1		32	1				4				96																																		176	16				explosion_small_1			spidergoo															0
gloambolt1	1014	monster	8	10	1																	3	submissile subloops																															32	32			15		4		192	192	255	0	0	0	PantheonStrikeWave	1024	13	16					3			1				1	3				1											1	1	1			1				4		8																		ltng	1						6	6	6	6	6	6						64	16			sorceress_thunder_bolt			lightning									lightninghit							0
gloambolt2	1015	monster	8	10	1																	3	submissile subloops																															32	32			15		4		192	192	255	0	0	0	PantheonStrikeWave	1024	13	16					3			1				1	3				1											1	1	1			1				4		8																		ltng	1						6	6	6	6	6	6						64	16			sorceress_thunder_bolt			lightning									lightninghit							0
gloambolt3	1016	monster	8	10	1																	3	submissile subloops																															32	32			15		4		192	192	255	0	0	0	PantheonStrikeWave	1024	13	16					3			1				1	3				1											1	1	1			1				4		8																		ltng	1						6	6	6	6	6	6						64	16			sorceress_thunder_bolt			lightning									lightninghit							0
gloambolt4	1017	monster	8	10	1																	3	submissile subloops																															32	32			15		4		192	192	255	0	0	0	PantheonStrikeWave	1024	13	16					3			1				1	3				1											1	1	1			1				4		8																		ltng	1						6	6	6	6	6	6						64	16			sorceress_thunder_bolt			lightning									lightninghit							0
deathspitcorpse	1018	monster	46		22					3	submissile subloops											3	submissile subloops																															12	24		500	200		2		255	64	64	1	0	1	SlugMissile	1024	12	16					3			1		1		1	3				1					1						1	1	1		128	1				4		8					20	20	20	20	20	20	40	40	40	40	40	40																				176	8	1		deathmauler_spikes_1	explosion_large_1			regurgitatorcorpseexpl	deathspitcorpsespawner							deathspitcorpsespawner							0
deathspitcorpsespawner	1019	monster	19		15					12	submissile spawn rate	1	direction index increment									12	submissile spawn rate	1	direction index increment																																	180				255	255	255	0	0	0	null	1024	2	16					3																							1					1				4																																							32			druid_boulderloop					deathspitcorpsesubmissile							deathspitcorpsesubmissile							0
deathspitcorpsesubmissile	1020	monster	1		1																	1	shake magnitude	1	shake duration																																	36		5		255	178	64	0	0	0	CorpseExplodeGuts	1024	13	16					3			1		1		1	3				1									1				1			1				4		8					5	5	5	5	5	5	10	10	10	10	10	10																				176	8	1						regurgitatorcorpseexpl															0
shakebig	1021	monster	12		1																	2	shake magnitude	1	shake duration																													0	0			1				255	255	255	2	0	2	null	1024	2	16																						1			1	1							1																																											1																						0
shakesmall	1022	monster	12		1																	1	shake magnitude	1	shake duration																													0	0			1				255	255	255	2	0	2	null	1024	2	16																						1			1	1							1																																											1																						0
giantslamwave	1023	monster	19		1		9			0	stun length (if 0, use skill)											2	submissile spawn rate	1	direction index increment																													24	24			40		6		192	192	255	1	0	1	LightningStrike	1024	16	16					3			1		1		1	4				3												1	1		32	1			Giant Slam	4	112	8																																				64	8			druid_shockwave												giantslamwall							0
giantslamwall	1024	monster	1		1																																																	0	0			2		2	4	178	178	255	0	0	1	Expansion\bladefury_C	1024	7	16					3			1									2																				4		8																																				10	1																						0
frostgiantslamwave	1025	monster	19		1		9			0	stun length (if 0, use skill)											2	submissile spawn rate	1	direction index increment																													24	24			40		6		192	192	255	1	0	1	LightningStrike	1024	16	16					3			1		1		1	4				3												1	1		32	1			Frost Giant Slam	4	112	8																																				64	8			druid_shockwave												giantslamwall							0
globalnova	1026	monster	1		1																																																	48	48			250				255	255	255	1	0	1	SpikeFiendMissle	1024	2	16					3			1		1		1	3				1												1	1		128					4		8		8																																			32																						0
groundpoundwave	1027	monster	19		1																	2	submissile spawn rate	1	direction index increment																													12	12			24		3		255	255	255	0	0	0	CeilingChunkFall02	1024	1	16					3			1		1		1	3				3					1						1	1	1							4		8		72			1						2																										32			barbarian_warcry_circle				maulerfingers								groundpoundwall							0
groundpoundwall	1028	monster	1		1																																																	0	0			2				255	255	255	0	0	0	CeilingChunkVanish01	1024	11	16					3			1									2																				4		8																																				10	1																						0
maulerfingers	1029	monster	1		1																																																					60				255	255	255	0	30	0	expansion\deathmaulerfingers	384	8	16					3			1		1	1	1	10				2					1						1		1							4		8		32																																			16			deathmauler_spikes_1																			0
fetishdeaththrow	1030	monster	1	44	1	36																																																6	6			11				255	255	255	1	0	1	expansion\caltrops	1024	8	16		1		7	3			1									1					1				1													8																																					32											fetishdeathtrap							fetishdeathtrap				0
fetishdeathtrap	1031	monster	1	1	1	1																												3	blast radius							3	blast radius	1	submissile density													1		7		255	178	64	1	0	1	Fireball	1024	5	16	1																					1											1			Bone Shard	5	2																			fire																			8				sorceress_fireball_impact_1			explodingarrowexp											fireexplosion2				0
fetishspawnthrow1	1032	monster	1	44	1	36																																																6	6			11				255	255	255	1	0	1	expansion\caltrops	1024	8	16		1		7	3			1									1					1				1													8																																					32							teethexplode				spawnfetish1							spawnfetish1				0
fetishspawnthrow2	1033	monster	1	44	1	36																																																6	6			11				255	255	255	1	0	1	expansion\caltrops	1024	8	16		1		7	3			1									1					1				1													8																																					32							teethexplode				spawnfetish2							spawnfetish2				0
fetishspawnthrow3	1034	monster	1	44	1	36																																																6	6			11				255	255	255	1	0	1	expansion\caltrops	1024	8	16		1		7	3			1									1					1				1													8																																					32							teethexplode				spawnfetish3							spawnfetish3				0
fetishspawnthrow4	1035	monster	1	44	1	36																																																6	6			11				255	255	255	1	0	1	expansion\caltrops	1024	8	16		1		7	3			1									1					1				1													8																																					32							teethexplode				spawnfetish4							spawnfetish4				0
fetishspawnthrow5	1036	monster	1	44	1	36																																																6	6			11				255	255	255	1	0	1	expansion\caltrops	1024	8	16		1		7	3			1									1					1				1													8																																					32							teethexplode				spawnfetish5							spawnfetish5				0
spawnfetish1	1037	monster	1		1	6																												896	monster idx	8	anim mode																					1				255	255	255	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1					1				1													8																																					4							regurgitatorcorpseexpl															0
spawnfetish2	1038	monster	1		1	6																												897	monster idx	8	anim mode																					1				255	255	255	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1					1				1													8																																					4							regurgitatorcorpseexpl															0
spawnfetish3	1039	monster	1		1	6																												898	monster idx	8	anim mode																					1				255	255	255	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1					1				1													8																																					4							regurgitatorcorpseexpl															0
spawnfetish4	1040	monster	1		1	6																												899	monster idx	8	anim mode																					1				255	255	255	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1					1				1													8																																					4							regurgitatorcorpseexpl															0
spawnfetish5	1041	monster	1		1	6																												900	monster idx	8	anim mode																					1				255	255	255	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1					1				1													8																																					4							regurgitatorcorpseexpl															0
sorcerousfirecenter	1042	monster	1	51	1	45																												4	disc radius	1	use zigzag missile					4	submissile count	1	use zigzag missle													16				255	255	255	0	0	0	null	1024	2	16																						1				1		1											8																																				6	32				sorceress_fireball_impact_1			explosivepotionexp				sorcerousfiremaker							sorcerousfiremaker				0
sorcerousfire	1043	monster	5		1																																																					15	1	5	4	255	178	64	0	0	1	groundFiresmall	1024	37	16		1	12	36	3												2											1			1		1			Sorcerous Fire																																							32	1		41	object_fire_loop_house																			0
sorcerousfiremaker	1044	monster	6		23					0	# of Subloops for SubMissile1											4	Chance to flag CltSubMissile with NOLIGHT (Random 0 to X) (If 0, then use flag)																															2	2			25				255	255	255	0	0	1	expansion\FirestormEmitter	1024	16	16					8			1		1							2											1					1																																											1			object_fire_loop_house					sorcerousfire							sorcerousfire	firesmall	firemedium					0
helldivefireball	1045	monster	1	1	1	1																												3	explosion radius							3	Explosion Radius for CltHitSubMissile1	1	Density for CltHitSubMissile1 (Higher value means less Missiles created)									14	14			15		7		255	178	64	1	0	1	Fireball	1024	5	16					3	1		1		1							1									1		1	1	1			1			Helldive	5	2																			fire																			16			sorceress_fireball_1	sorceress_fireball_impact_1			explodingarrowexp											fireexplosion2				0
fireprisoncenter	1046	monster	1	30	1	29																												1	hit missile increment							1	hit missile increment															1				255	255	255	2	0	2	null	1024	2	16																						1			1	1							1																																											1			sorceress_fireball_1				explosivepotionexp				fireprisonwave							fireprisonwave				0
fireprisonwave	1047	monster	1	44	1	36				2	spawn frame	2	spawn frame delay																																									48	48			3				255	255	255	0	0	0	expansion\nehlthak_Swoosh	1024	11	16					6												1					1			1	1																																																		1				explosion_small_1							fireprisonwall							fireprisonwall				0
fireprisonwall	1048	monster	5		5		3																											19	% softhit chance															19	% softhit chance							50	2	5	4	255	178	64	0	0	1	groundFiresmall	1024	37	16		1	12	36	3				1		1						2	1	12														1			Fire Prison																																							32	1		41	object_fire_loop_magic																			0
shamanfireball	1049	monster	1		1																																																	4	16		500	60		5		255	178	64	1	0	1	ShamanFireball	1024	3	16					3	1		1		1							1											1	1	1			1	1		Hell Shaman Fire	4		8																																					16			monster_fireball	sorceress_firebolt_impact_1			shamanexp															0
skeletoncaster1	1050	monster	1		1																																																	11	11			40		5		255	255	255	2	0	0	poisonNova	1024	30	16					3	1		1		1							1											1	1	1			1				4		8		128																																			32			monster_poisonbolt																			0
skeletoncaster2	1051	monster	1		1																																																	13	13			40		5		255	255	255	2	0	1	Icebolt	1024	6	16					3	1		1		1							1											1	1	1			1				4		8		128																																			16			monster_icebolt_1				iceexplode															0
skeletoncaster3	1052	monster	1		1																																																	14	14			40		5		255	255	255	2	0	1	Firebolt	1024	5	16					3	1		1		1							1											1	1	1			1				4		8		128																																			16			monster_firebolt_1	sorceress_firebolt_impact_1			fireexplode															0
skeletoncaster4	1053	monster	1		1																																																	14	14			40		5		255	255	255	2	0	1	ChargedBolt	1024	10	16					3	1		1		1							1											1	1	1			1				4		8		128																																			16			monster_chargedbolt_1																			0
bigheadballlightning	1054	monster	1	51	1	45																												6	disc radius	1	use zigzag missile					6	submissile count	1	use zigzag missle									16	16			40		5		143	143	255	3	0	1	BigheadLightningMissile	1024	3	16					3	1		1		1							1					1						1	1	1			1			Ball Lightning	4																				ltng																		64	1			monster_lightning_1			lightning	bigheadexp				bigheadchargedbolt							bigheadchargedbolt				0
bigheadchargedbolt	1055	monster	1	10	1																																																	12	12			48	4	3	4	255	255	255	1	0	1	ChargedBolt	1024	10	16		1	2	8	3	1		1		1							1											1	1	1			1			Ball Lightning	4																																						64	16			sorceress_chargedbolt_1			lightning																0
bigheadlightningbolt	1056	monster	8		1																	3	# of Subloops for CltSubMissile1 (Min=1)																															30	30			25		4		255	255	255	0	0	2	null	1024	2	16					3			1		1							2											1	1	1			1			Ball Lightning	4																																						64	1			sorceress_lightning_1												lightninghit							0
fingermagedelay	1057	monster	1	51	1	45																												1	disc radius	0	use zigzag missile					1	submissile count	0	use zigzag missle													40				255	255	255	0	0	2	null	1024	2	16																						1			1	1							1																																											1			fingermage_bolt				scatterdust				fingermagetrap							fingermagetrap				0
fingermagetrap	1058	monster	1	51	1	45																												4	disc radius	1	use zigzag missile					4	submissile count	1	use zigzag missle													100		1		255	178	178	1	0	1	FingerMageSpider	1024	5	16					3	1		1		1							1					1				1		1	1	1			1			Chaos Sigil	4		8																		mag																		64	1			lightninggenerator_loop			fingermagespiderexplode					fingermagebolt							fingermagebolt				0
fingermagebolt	1059	monster	1		1																																																	20	20			15		1		255	64	64	0	0	0	HighPriestLightning	1024	9	16					3	1		1		1							1											1	1				1			Chaos Sigil	4		8																		mag																			8			monster_lightning_1	fingermage_bolt_impact_1		fingermagespiderexplode																0
highpriestfirebolt	1060	monster	1		1																																																	25	25			50		7		255	178	64	1	0	1	Firebolt	1024	5	16					3	1		1		1							1											1	1	1			1			Fire Bolt	4																																							16			sorceress_firebolt_1	sorceress_firebolt_impact_1			fireexplode															0
highpriesticebolt	1061	monster	1		1																																																	20	20			60		7		81	81	255	1	0	1	Icebolt	1024	6	16					3	1		1		1							1											1	1	1			1			Ice Bolt	4																																							16			sorceress_icebolt_1	impact_cold_1			iceexplode															0
highpriestlightningbolt	1062	monster	1		1																	3	# of Subloops for CltSubMissile1 (Min=1)																															30	30			40		7		255	255	255	0	0	2	null	1024	2	16					3			1		1							2											1	1	1			1			Lightning	4																																						64	1			sorceress_lightning_1												lightninghit							0
martyrfirecenter	1063	monster	50		28					1	spawn delay (or clc4)	12	spawn radius (or aurarangecalc)	2	start frame for submissile1	128	end frame for submissile1	5	lob start for submissile1			1	spawn delay (or clc4)	12	spawn radius (or aurarangecalc)	2	start frame for submissile1	128	end frame for submissile1	5	lob start for submissile1																											25				0	0	0	0	0	1	MeteorTargetIndicator	1024	17	16									1		1																									Martyrdom Fire	4																																							1								pantherpotorange							pantherpotorange							0
martyrpoisoncenter	1064	monster	50		28					1	spawn delay (or clc4)	12	spawn radius (or aurarangecalc)	2	start frame for submissile1	128	end frame for submissile1	5	lob start for submissile1			1	spawn delay (or clc4)	12	spawn radius (or aurarangecalc)	2	start frame for submissile1	128	end frame for submissile1	5	lob start for submissile1																											25				0	0	0	0	0	1	MeteorTargetIndicator	1024	17	16									1		1																									Martyrdom Fire	4																																							1								pantherpotgreen							pantherpotgreen							0
unraveleracid	1065	monster	1		1																																																	12	12			40		2		64	255	64	8	0	1	FrogPoisonMissile	1024	7	16					3	1		1		1							1					1						1	1	1		25	1			Unraveler Acid	4																																						176	16			tentaclehead_missile_1				amphibianexplode															0
unravelerwind	1066	monster	1		1																																													0	stun length			24	12		-500	60				255	255	255	0	0	0	expansion\nehlthak_Swoosh	1024	11	16					3			1		1		1	4				1											1	1	1	1	1	1			Khamsin	4																																							4			druid_twister																			0
unravelertwister	1067	monster	1		1		9																																											10	stun length			10	10			150				255	255	255	0	0	1	expansion\twister	1024	40	16		1	18	36	3					1		1	15				2											1	1	1		1	1			Unraveler Twister	4																																						32	4			druid_twister	sorceress_blizzard_impact_1																		0
serpentmagus1	1068	monster	1		1																																																	20	20			60		7		255	178	64	1	0	1	Firebolt	1024	5	16					3	1		1		1							1											1	1	1			1				4																				fire	2	2	2	2	2	2	4	4	4	4	4	4							16			sorceress_firebolt_1	sorceress_firebolt_impact_1			fireexplode															0
serpentmagus2	1069	monster	1		1																																																	30	30			40		4		255	255	255	0	0	1	LightningStrike	1024	8	16		1		7	3			1		1		1	4				1											1	1	1			1				4																				ltng	1						8	8	8	8	8	8						64	32			sorceress_lightning_1																			0
serpentmagus3	1070	monster	1	1	1	1																												3	explosion radius							3	explosion radius	1	density									20	20			60		7		255	178	64	1	0	1	Fireball	1024	5	16					3	1		1		1							1					1						1	1				1				5	2	8																		fire	3	3	3	3	3	3	5	5	5	5	5	5							16			monster_fireball	sorceress_fireball_impact_1			explodingarrowexp											fireexplosion2				0
serpentmagus4	1071	monster	3		2			0	subloops											0	subloops																																	24	24			50				128	255	128	0	0	0	Javelin	1024	1	16					3	1		1		1							1											1	1	1			1				4																				pois	4	4	4	4	4	4	8	8	8	8	8	8		50				6	32			monster_poisonbolt					poisonjavcloud							poisonjavcloud							0
serpentmagus5	1072	monster	1		1		4																																															20	20			60		7		81	81	255	1	0	1	IceBlast	1024	5	16					3	1		1		1							1											1	1	1			1				4																				cold	2	2	2	2	2	2	4	4	4	4	4	4		50	5	5	5		16			sorceress_icebolt_1	sorceress_iceblast_impact_1			freezingarrowexp1															0
bloodexplosioncenter	1073	monster	12	30	1	29																1	shake magnitude	1	shake duration									1	hit missile increment							1	hit missile increment											0	0			1				255	255	255	2	0	2	null	1024	2	16																						1			1	1							1																																											1											bloodexplosionwave							bloodexplosionwave				0
bloodexplosionwave	1074	monster	1		1																																																	14	14			200		2		255	64	64	1	0	1	SlugMissile	1024	12	16					3	1		1		1		1	3				1					1						1	1	1			1			Bloodwave	4		8																																				176	8	1		tentaclehead_missile_1				regurgitatorcorpseexpl															0
pathofcarnagemissile	1075	monster	19		15					1	submissile spawn rate	1	direction index increment									1	submissile spawn rate	1	direction index increment																													24	24			40				255	255	255	2	0	2	null	1024	2	16					3			1		1							1					1							1	1			1				4		8																																					1								pathofcarnagedelay							pathofcarnagedelay							0
pathofcarnagedelay	1076	monster	1		1	1																												3	explosion radius																							75		7		255	178	64	1	0	1	Fireball	1024	5	16								1		1							1					1						1	1	1			1			Firedamp	5	2																			fire																			16			object_fire_loop_magic				shamanexp															0
flaycenter	1077	monster	50		28					0	spawn delay (or clc4)	15	spawn radius (or aurarangecalc)	2	start frame for submissile1	128	end frame for submissile1	5	lob start for submissile1			0	spawn delay (or clc4)	15	spawn radius (or aurarangecalc)	2	start frame for submissile1	128	end frame for submissile1	5	lob start for submissile1																											14				0	0	0	0	0	1	MeteorTargetIndicator	1024	17	16					3				1		1	1	10				1											1		1		1				Flay	4																																							1								flaymissile							flaymissile							0
flaymissile	1078	monster	1	44	1	36																																																24	24			11				255	255	255	0	0	1	expansion\FireSpikes	1024	7	16										1							1					1	1		1	1																																																		1			tentaclehead_missile_1								flaytripbomb							flaytripbomb				0
flaytripbomb	1079	monster	1		1		9																											0	blast radius															10	stun length							200	10	2		255	178	64	0	0	1	expansion\FireSpikesGround	1024	8	16					3			1	1	1	1						2					1			1	1			1	1		1					4		8		96																																			32			deathmauler_spikes_1				regurgitatorcorpseexpl															0
monconduitcenter	1080	monster	12		27					10	damage delay (if 0, use skill)	0	damage radius (if 0, use skill)									1	shake magnitude	1	shake duration																																	6				255	255	255	0	0	0	null	1024	2	16					3			1		1		1	25				2								1	1			1	1		128	1			Mon Conduit	5	2																																					64	1		41		amazon_lightning_1																		0
cracklingtrapcenter	1081	monster	1	51	1	45	9																											4	disc radius	1	use random missile path					4	submissile count	1	use random missile path					0	stun length			0	0			75		3	4	255	255	255	1	0	1	ChargedBolt	1024	10	16					3	1		1		1							2					1			1	1							1																																										64	1			assassin_staticfield				bigheadexp				cracklingtrapwave							cracklingtrapwave				0
cracklingtrapwave	1082	monster	1	10	1		9																																											0	stun length			12	12			98		3	4	255	255	255	1	0	1	ChargedBolt	1024	10	16		1	2	8	3	1		1		1							1											1	1	1			1			Crackling Trap	4																																						64	16			sorceress_chargedbolt_1			lightning																0
chaosboltdelay	1083	monster	1	53	1	48																																																1	1			30				255	255	255	0	0	1	null	1024	2	16								1		1							2					1						1																																																8			sorceress_inferno	fingermage_bolt_impact_1							chaosboltmissile							chaosboltmissile				0
chaosboltmissile	1084	monster	1		1																																																	1	40		1000	80		2		255	64	64	1	0	1	Expansion\impmissile01	1024	10	16					3	1		1		1							1											1	1	1		32	1			Chaos Bolt	4		8																																					16			succubus_msissile_1	succubus_msissile_impact			impfireballexplode															0
chilledstrikecenter	1085	monster	1	14	1	13																												0	blast radius	0	freeze length																					75	-5			255	255	255	0	0	1	PoisonSparks	1024	31	16																						1			1	1							1			Chilled Phantasm	5	2																			frze																			16			necromancer_bonespirit_1	sorceress_iceblast_impact_1			bonespiritexplode											freezingarrowexp1	freezingarrowexp2			0
shocknova	1086	monster	12		1		7															1	shake magnitude	1	shake duration																									50	stun length			48	48			16				255	255	255	0	0	0	expansion\shockwave	1024	7	8					3			1		1		1	4				1											1	1	1		64	1				4		8		64																																		64	8			druid_shockwave																			0
eldenstarscenter	1087	monster	19	25	15	20				4	submissile spawn rate	19	direction index increment									4	submissile spawn rate	19	direction index increment									40	seek radius	1	missile count					40	seek radius	1	missile count									10	10			12		6		81	81	255	1	0	1	IceOrb	1024	16	16					6			1		1							1					1							1	1			1				4		8																																					1								eldenstarssub1			eldenstarscenter				eldenstarssub1			eldenstarscenter				0
eldenstarssub1	1088	monster	1	25	1	20																												40	seek radius	1	missile count					40	seek radius	1	missile count									20	20			15		7		222	222	255	1	0	1	HolyBoltMissile	1024	16	16					6			1		1							1					1						1	1	1			1			Elden Stars	4																				mag																			1			paladin_holybolt_1								eldenstarssub2							eldenstarssub2				0
eldenstarssub2	1089	monster	1		1																																																	20	20			60		7		222	222	255	1	0	1	HolyBoltMissile	1024	16	16					3	1		1		1							1											1	1	1			1			Elden Stars	4																				mag																			1				paladin_holybolt_impact_1			teethexplode															0
firecrownsub1	1090	monster	1	25	1	20																												60	seek radius	1	missile count					60	seek radius	1	missile count									20	20			7		7		255	178	64	1	0	1	Fireball	1024	5	16					6			1		1							1					1						1	1	1			1			Fire Crown	4																				fire																			1			sorceress_fireball_1				shamanexp				firecrownsub2							firecrownsub2				0
firecrownsub2	1091	monster	1	1	1	1																												3	explosion radius							3	explosion radius	1	density									20	20			50		7		255	178	64	1	0	1	Fireball	1024	5	16					3	1		1		1							1											1	1	1			1			Fire Crown	5	2																			fire																			16				sorceress_fireball_impact_1			explodingarrowexp											fireexplosion2				0
firecrowncenter	1092	monster	1	30	1	29																												8	nova increment							8	nova increment															1				255	255	255	0	0	1	null	1024	2	16								1		1												1											1				4		8																																					1											firecrownsub1							firecrownsub1				0
hellgatecenter	1093	monster	19		15					150	submissile spawn rate	1	direction index increment									150	submissile spawn rate	1	direction index increment																																	755				255	255	255	2	0	2	null	1024	2	16					3	1		1		1							2					1							1	1		128	1			Hellgate	4		8																																					1			object_fire_loop_magic	sorceress_fireball_impact_1			shamanexp	hellgatesub							hellgatesub							0
hellgatesub	1094	monster	1		1	6																												1095	monster idx	8	anim mode																					1				255	255	255	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1					1				1													8																																					4							explodingarrowexp															0
hellgatedelay	1095	monster	1	53	1	48																																																				25				255	255	255	0	0	1	null	1024	2	16								1		1												1						1																																																8			sorceress_inferno	fingermage_bolt_impact_1							hellgatecenter							hellgatecenter				0
hellgatemeleecenter	1096	monster	19		15					150	submissile spawn rate	1	direction index increment									150	submissile spawn rate	1	direction index increment																																	755				255	255	255	2	0	2	null	1024	2	16					3	1		1		1							2					1							1	1		128	1			Hellgate Melee	4		8																																					1			object_fire_loop_magic	sorceress_fireball_impact_1			shamanexp	hellgatemeleesub							hellgatemeleesub							0
hellgatemeleesub	1097	monster	1		1	6																												1096	monster idx	8	anim mode																					1				255	255	255	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1					1				1													8																																					4							explodingarrowexp															0
hellgatemeleedelay	1098	monster	1	53	1	48																																																				25				255	255	255	0	0	1	null	1024	2	16								1		1												1						1																																																8			sorceress_inferno	fingermage_bolt_impact_1							hellgatemeleecenter							hellgatemeleecenter				0
putridcenter	1099	monster	19		15					150	submissile spawn rate	1	direction index increment									150	submissile spawn rate	1	direction index increment																													3	3			500		6		81	81	255	1	0	1	IceOrb	1024	16	16					3	1		1		1							2					1							1	1		128	1			Putrid Spawner	4		8																																					1			object_fire_loop_magic	sorceress_fireball_impact_1			shamanexp	putridsub							putridsub							0
putridsub	1100	monster	1		1	6																												1082	monster idx	1	anim mode																					1				255	255	255	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1					1				1													8																																					4							explodingarrowexp															0
firestreakmaker	1101	monster	6		6																	4	Chance to flag CltSubMissile with NOLIGHT (Random 0 to X) (If 0, then use flag)																															12	12			25		8		255	178	64	0	0	1	groundFireBig	1024	2	16		1	1	2	8			1		1	1						1																1						8																																				32	1								firestreak							firestreak	firesmall	firemedium					0
firestreak	1102	monster	5		5		3																											19	softhit chance (128)															19	% chance for softhit (#/128)							25		5	4	255	178	64	0	0	1	groundFireBig	1024	37	16		1	12	36	3				1		1						1	1	12														1			Fire Streak																																							32	1		41	object_fire_loop_magic																			0
putridgascenter	1103	monster	1	1	1	1																												8	explosion radius							8	explosion radius	1	density													75		7		255	178	64	1	0	1	Fireball	1024	5	16								1		1							1					1						1	1	1			1			Putrid Gas	5	2																			fire																			16			object_poison_loop	sorceress_fireball_impact_1			explodingarrowexp											fireexplosion2				0
insectdeathspawn1	1104	monster	1		1	6																												877	monster idx	2	anim mode																					1				255	255	255	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1					1				1													8																																					4																						0
insectdeathspawn2	1105	monster	1		1	6																												878	monster idx	2	anim mode																					1				255	255	255	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1					1				1													8																																					4																						0
insectdeathspawn3	1106	monster	1		1	6																												879	monster idx	2	anim mode																					1				255	255	255	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1					1				1													8																																					4																						0
