name	version	compactsave	rarity	spawnable	*Laz/Real name	*Laz/Specialdesc	*Laz/Class bias	*Laz/Level	*Laz/Status	*Laz/Dexsplit	*Laz/Reqmult	*Laz/Str	*Laz/Dex	*Laz/Avg	*Laz/Speed	*Laz/Jitter	*Laz/MinAC	*Laz/MaxAC	*Laz/BlockRate	*Laz/BlockMult	*Laz/StrengthMult	*Laz/ValueMult	*Laz/Cost	*Laz/Gamble	*Laz/Smite	*Laz/Rank	minac	maxac	speed	reqstr	reqdex	block	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	stackable	minstack	maxstack	spawnstack	Transmogrify	TMogType	TMogMin	TMogMax	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	worldevent
Sun Spirit	100	0	1																								98	147	0	95	0	0	20	0	69	0	51	68617	413915	drc	drc			dr4	dr2	dr7	drc	0	2	2	1	3	1	flpdr4	invdr2									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	
Earth Spirit	100	0	1																								107	152	0	104	0	0	20	0	76	0	57	79730	413916	drd	drd			dr3	dr3	dr8	drd	0	2	2	1	3	1	flpdr3	invdr3									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	
Sky Spirit	100	0	1																								103	155	0	113	0	0	20	0	83	0	62	86575	413917	dre	dre			dr4	dr4	dr9	dre	0	2	2	1	3	1	flpdr4	invdr4									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	
Dream Spirit	100	0	1																								109	159	0	118	0	0	20	0	85	0	66	92143	413918	drf	drf			dr1	dr5	dra	drf	0	2	2	1	3	1	flpdr1	invdr5									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	
Carnage Helm	100	0	2																								102	147	0	106	0	0	25	0	60	0	45	60650	413918	bab	bab			ba1	ba1	ba6	bab	0	2	2	1	3	1	flpba1	invba1									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0	
Fury Visor	100	0	2																								105	150	0	129	0	0	35	0	66	0	49	68211	413919	bac	bac			ba1	ba2	ba7	bac	0	2	2	1	3	1	flpba1	invba2									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0	
Destroyer Helm	100	0	2																								111	156	0	151	0	0	45	0	73	0	54	78881	413920	bad	bad			ba3	ba3	ba8	bad	0	2	2	1	3	1	flpba3	invba3									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0	
Conqueror Crown	100	0	2																								114	159	0	174	0	0	50	0	80	0	60	88278	413921	bae	bae			ba5	ba4	ba9	bae	0	2	2	1	3	1	flpba5	invba4									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0	
Guardian Crown	100	0	2																								117	168	0	196	0	0	55	0	85	0	65	97844	413922	baf	baf			ba5	ba5	baa	baf	0	2	2	1	3	1	flpba5	invba5									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0	
Sacred Targe	100	0	2																								126	158	0	86	0	30	45	0	63	0	47	72618	82065	pab	pab		304	pa1	pa1	pa6	pab	7	2	2	1	4	2	flppa1	invpa1									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	1	0			0	1	0	22	70	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0	
Sacred Rondache	100	0	2																								138	164	0	109	0	28	68	0	70	0	52	85659	82066	pac	pac		304	pa1	pa2	pa7	pac	7	2	2	1	4	2	flppa1	invpa2									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0			0	1	0	35	58	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0	
Ancient Shield	100	0	2																								154	172	0	124	0	25	55	0	74	0	55	97676	82067	pad	pad		304	pa3	pa3	pa8	pad	7	2	4	1	4	2	flppa3	invpa3									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	3	0			0	1	0	10	82	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0	
Zakarum Shield	100	0	2																								169	193	0	142	0	22	65	0	82	0	61	120042	82068	pae	pae		304	pa3	pa4	pa9	pae	7	2	4	1	4	2	flppa3	invpa4									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0			0	1	0	46	46	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0	
Vortex Shield	100	0	2																								182	225	0	148	0	19	90	0	85	0	66	139860	82069	paf	paf		304	pa5	pa5	paa	paf	7	2	2	1	4	2	flppa5	invpa5									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0			0	1	0	5	87	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0	
Minion Skull	100	0	1							1							1			1			5				95	139	0	77	0	3	20	0	59	0	44	56131	82069	neb	neb		305	ne1	ne1	ne6	neb	10	2	2	1	2	2	flpne1	invne1									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0					0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0	
Hellspawn Skull	100	0	1							2,5							6			0,5			2	1,75			96	141	0	82	0	5	20	0	67	0	50	64437	82070	neg	neg		305	ne2	ne2	ne7	neg	10	2	2	1	2	2	flpne2	invne2									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0					0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0	
Overseer Skull	100	0	1							0																	98	142	0	91	0	8	20	0	66	0	49	64122	82071	ned	ned		305	ne3	ne3	ne8	ned	10	2	2	1	2	2	flpne3	invne3									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0					0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0	
Succubus Skull	100	0	1																								100	146	0	95	0	10	20	0	81	0	60	80462	82072	nee	nee		305	ne3	ne4	ne9	nee	10	2	2	1	2	2	flpne3	invne4									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0					0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0	
Bloodlord Skull	100	0	1																								103	148	0	106	0	12	20	0	85	0	65	86238	82073	nef	nef		305	ne2	ne5	nea	nef	10	2	2	1	2	2	flpne2	invne5									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0					0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0	
Laz Cap	0	0	2	1	Cap						0,7			8,4		0,15	5	7			0,5	0,7	25	283		0,5	5	7					6		1	1	0	25	283	cc1	cc1			cap	cc1	cc1	cc1	0	2	2	1	1	1	flpcap	invcap									0					0	xxx			helm		item_cap	12	item_cap	0	0	5	0	0	0			0	3	0					0	1	1	1	1	1	10		1		1	10					10					20					20					20					30					30					30	1	1		1	30					30					35					35					35					40					40					40	2	8	0	xxx	xxx	1	0	
Laz Skull Cap	0	0	3	1	Skull Cap						0,7	18	0	42		0,15	26	35			0,5	0,7	137	5500		0,5	26	35		18			14		9	1	4	137	5500	cc2	cc2			skp	cc2	cc2	cc2	0	2	2	1	2	1	flpskp	invskp									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3	1	1	1	1	10		1		1	10					10					20					20					20					30					30					30	1	2	1	1	30					30					35					35					35					40					40					40	2	8	0	xxx	xxx	1	0	
Laz Helm	0	0	4	1	Helm						0,7	35	0	84		0,15	51	69			0,5	0,7	403	36279		0,5	51	69		35			24		19	1	9	403	36279	cc3	cc3			hlm	cc3	cc3	cc3	0	2	2	1	2	1	flphlm	invhlm									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10		1		1	10					10	1	2	1	1	20					20					20					30					30					30					30				1	30				1	35					35					35					40					40					40	2	8	0	xxx	xxx	1	0	
Laz Full Helm	0	0	4	1	Full Helm						0,7	53	0	126		0,15	77	104			0,5	0,7	809	122772		0,5	77	104		53			34		29	1	14	809	122772	cc4	cc4			fhl	cc4	cc4	cc4	0	2	2	1	3	1	flpfhl	invfhl									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10	1	1		1	20					20					20					30					30					30					30	1	1		1	30	1	1		1	35					35					35					40					40					40	0	8	0	xxx	xxx	1	0	
Laz Great Helm	0	0	4	1	Great Helm						0,7	72	0	172,2		0,15	105	141			0,5	0,7	1418	327465		0,5	105	141		72			45		40	1	20	1418	327465	cc5	cc5			ghm	cc5	cc5	cc5	0	2	2	1	3	1	flpghm	invghm									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10					20					20					20	2	2	1	1	30					30					30					30	1	1	1	1	30	1	1	1	1	35	1	1	1	1	35					35		1	1	1	40					40					40	7	8	0	xxx	xxx	1	0	
Laz Crown	0	0	1	1	Crown					50	0,7	32	32	194,4		0,15	55	75			0,3	0,9	1440	336616		0,5	55	75		32	32		24		35	1	17	1440	336616	cc6	cc6			crn	cc6	cc6	cc6	0	2	2	1	4	1	flpcrn	invcrn									0					0	xxx			cron		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	2	8	0	xxx	xxx	1	0	
Laz Mask	0	0	1	1	Mask						0,4	19	0	102,6		0,15	19	26			0,2	0,9	476	48526		0,5	19	26		19			9		18	1	9	476	48526	nz1	nz1			msk	nz1	nz1	nz1	0	2	2	1	4	1	flpmsk	invmsk									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	1	2	0	xxx	xxx	1	0	
Laz Quilted Armor	0	0	2	1	Quilted Armor						1			12		0,15	10	14			1	1	36	529		1	10	14					12		1	1	0	36	529	ar1	ar1			qlt	ar1	ar1	ar1	1	2	3	1	2	1	flpqlt	invqlt			0	0	0	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0					0	1	1	1	1	1	10		1		1	10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	7	8	0	xxx	xxx	1	0	
Laz Leather Armor	0	0	2	1	Leather Armor						1	10	0	24		0,15	20	28			1	1	64	1448		1	20	28		10			16		3	1	1	64	1448	ar2	ar2			lea	ar2	ar2	ar2	1	2	3	1	2	1	flplea	invlea			0	0	1	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0					0	1	1	1	1	1	10		1		1	10					10					20					20					20					30					30					30	1	1	1	1	30					30					35					35					35					40					40					40	7	8	0	xxx	xxx	1	0	
Laz Hard Leather Armor	0	0	3	1	Hard Leather Armor						1	18	0	42		0,15	36	48			1	1	121	4414		1	36	48		18			22		6	1	3	121	4414	ar3	ar3			hla	ar3	ar3	ar3	1	2	3	1	2	1	flphla	invhla			1	1	1	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0					0	1	1	1	1	1	10		1		1	10					10					20					20					20					30					30					30	1	1	1	1	30					30					35					35					35					40					40					40	7	8	0	xxx	xxx	1	0	
Laz Studded Leather 	0	0	4	1	Studded Leather 						1	25	0	60		0,15	51	69			1	1	196	10267		1	51	69		25			28		9	1	4	196	10267	ar4	ar4			stu	ar4	ar4	ar4	1	2	3	1	3	1	flpstu	invstu			1	0	0	1	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0					0	1	1	1	1	1	10		1		1	10					10					20					20					20					30					30					30	1	1	1	1	30					30					35					35					35					40					40					40	7	8	0	xxx	xxx	1	0	
Laz Ring Mail	0	0	4	1	Ring Mail						1	30	0	72		0,15	61	83			1	1	256	16384		1	61	83		30			32		11	1	5	256	16384	ar5	ar5			rng	ar5	ar5	ar5	1	2	3	1	3	1	flprng	invrng			0	0	1	1	1	1	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0			0	2	0					0	3		1		1	10					10					10	1	1		1	20					20					20					30					30					30		1		1	30					30					35					35					35					40					40					40	7	8	0	xxx	xxx	1	0	
Laz Scale Mail	0	0	4	1	Scale Mail						1	35	0	84	5	0,15	79	106			1	1	324	24743		1	79	106	5	35			36		13	1	6	324	24743	ar6	ar6			scl	ar6	ar6	ar6	1	2	3	1	3	1	flpscl	invscl			1	1	1	1	1	1	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0			0	2	0					0	3					10					10					10	1	1		1	20					20					20					30					30					30					30				1	30				1	35					35					35					40					40					40	7	8	0	xxx	xxx	1	0	
Laz Chain Mail	0	0	4	1	Chain Mail						1	40	0	96	5	0,15	90	121			1	1	400	35777		1	90	121	5	40			40		15	1	7	400	35777	ar7	ar7			chn	ar7	ar7	ar7	1	2	3	1	3	1	flpchn	invchn			1	1	1	1	2	2	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0			0	2	0					0	3					10					10					10	1	1		1	20					20					20		1		1	30					30					30					30	1	1	1	1	30	1	1	1	1	35					35				1	35					40					40					40	7	8	0	xxx	xxx	1	0	
Laz Breast Plate	0	0	4	1	Breast Plate						1	53	0	126		0,15	107	145			1	1	625	78125		1	107	145		53			50		20	1	10	625	78125	ar8	ar8			brs	ar8	ar8	ar8	1	2	3	1	4	1	flpbrs	invbrs			0	0	2	0	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0					0	3					10					10					10		1		1	20					20					20	1	1		1	30					30					30					30	1	1	1	1	30	1	1	1	1	35					35	1	1		1	35					40					40					40	7	8	0	xxx	xxx	1	0	
Laz Splint Mail	0	0	4	1	Splint Mail						1	58	0	138	5	0,15	129	175			1	1	729	102276		1	129	175	5	58			54		22	1	11	729	102276	ar9	ar9			spl	ar9	ar9	ar9	1	2	3	1	4	1	flpspl	invspl			1	1	2	1	1	1	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0					0	3					10					10					10		1			20					20					20	1	1	1	1	30					30					30					30	1	1		1	30	1	1		1	35					35	1	1		1	35			1	1	40					40					40	7	8	0	xxx	xxx	1	0	
Laz Plate Mail	0	0	4	1	Plate Mail						1	68	0	162	10	0,15	165	224			1	1	961	165869		1	165	224	10	68			62		26	1	13	961	165869	ar0	ar0			plt	ar0	ar0	ar0	1	2	3	1	4	1	flpplt	invplt			2	2	2	2	1	1	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0					0	3					10					10					10					20					20					20	1	1		1	30					30					30					30					30					35			1	1	35	1	1	1	1	35			1	1	40					40					40	8	8	0	xxx	xxx	1	0	
Laz Field Plate	0	0	4	1	Field Plate						1	73	0	174	5	0,15	163	220			1	1	1089	206442		1	163	220	5	73			66		28	1	14	1089	206442	aj1	aj1			fld	aj1	aj1	aj1	1	2	3	1	5	1	flpfld	invfld			1	1	2	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0					0	3					10					10					10					20					20					20		1			30					30					30					30					30					35	1	1	1	1	35					35			1	2	40					40					40	8	8	0	xxx	xxx	1	0	
Laz Gothic Plate	0	0	4	1	Gothic Plate						1	80	0	192	5	0,15	180	243			1	1	1296	279936		1	180	243	5	80			72		31	1	15	1296	279936	aj2	aj2			gth	aj2	aj2	aj2	1	2	3	1	5	1	flpgth	invgth			2	2	1	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0					0	3					10					10					10					20					20					20					30					30				1	30					30					30					35	1	1	1	1	35					35	1	1	1	2	40					40					40	8	8	0	xxx	xxx	1	0	
Laz Light Plate	0	0	4	1	Light Plate						1	85	0	204		0,15	173	235			1	1	1444	338254		1	173	235		85			76		33	1	16	1444	338254	aj3	aj3			ltp	aj3	aj3	aj3	1	2	3	1	5	1	flpltp	invltp			2	0	1	1	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35			1	1	35		1			35			1	2	40					40		1	1	1	40	7	8	0	xxx	xxx	1	0	
Laz Full Plate Mail	0	0	4	1	Full Plate Mail						1	90	0	216	10	0,15	220	298			1	1	1600	404772		1	220	298	10	90			80		35	1	17	1600	404772	aj4	aj4			ful	aj4	aj4	aj4	1	2	3	1	6	1	flpful	invful			2	2	2	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35			1	1	35					35	1	1	1	2	40					40					40	8	8	0	xxx	xxx	1	0	
Laz Ancient Armor	0	0	4	1	Ancient Armor						1	103	0	246	5	0,15	230	311			1	1	2025	611285		1	230	311	5	103			90		40	1	20	2025	611285	aj5	aj5			aar	aj5	aj5	aj5	1	2	3	1	6	1	flpaar	invaar			1	2	2	2	2	0	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35			1	1	35					35	1	1	1	2	40					40		1	1	2	40	8	8	0	xxx	xxx	1	0	
Laz Buckler	0	0	2	1	Buckler					50	1			9,6		0,15	7	9	1	1	0,65	0,8	29	358	1	0,5	7	9				1	7		1	1	0	29	358	se1	se1			buc	se1	se1	se1	7	2	2	1	1	2	flpbuc	invbuc									0					0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0			0	1	0	2	5	100	100	0	3	1	1	1	1	10		1		1	10					10					20					20					20					30					30					30	1	1		1	30					30					35					35					35					40					40					40	8	8	0	xxx	xxx	1	0	
Laz Small Shield	0	0	3	1	Small Shield					50	1	11	11	43,2		0,15	30	40	5	1	0,65	0,8	135	5361	1	0,5	30	40		11	11	5	16		8	1	4	135	5361	se2	se2			buc	se2	se2	se2	7	2	2	1	2	2	flpsml	invsml									0					0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0			0	1	0	5	15	100	100	0	3	1	1	1	1	10		1		1	10					10					20					20					20					30					30					30	1	2	1	1	30				1	30				1	35					35					35					40					40					40	8	5	0	xxx	xxx	1	0	
Laz Large Shield	0	0	4	1	Large Shield					50	1	21	21	81,6		0,15	56	76	9	1	0,65	0,8	353	28719	1	0,5	56	76		21	21	9	27		16	1	8	353	28719	se3	se3			lrg	se3	se3	se3	7	2	3	1	2	2	flplrg	invlrg									0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	9	27	100	100	0	3		1		1	10		1		1	10					10	1	1	1	1	20					20					20					30					30					30					30	1	1	1	1	30	1	1	1	1	35					35	1	1			35					40					40					40	8	2	0	xxx	xxx	1	0	
Laz Kite Shield	0	0	4	1	Kite Shield					50	1	31	31	120		0,15	83	112	13	1	0,65	0,8	673	88879	1	0,5	83	112		31	31	13	37		24	1	12	673	88879	se4	se4			kit	se4	se4	se4	7	2	3	1	3	2	flpkit	invkit									0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	13	39	100	100	0	3					10					10					10	1	1		1	20					20					20	1	1	1	1	30					30					30					30	1	1		1	30	1	1		1	35					35	1	1	1	1	35					40					40					40	8	2	0	xxx	xxx	1	0	
Laz Tower Shield	0	0	4	1	Tower Shield					50	1	41	41	158,4	10	0,15	131	178	17	1	0,65	0,8	1095	208504	1	0,5	131	178	10	41	41	17	48		32	1	16	1095	208504	se5	se5			tow	se5	se5	se5	7	2	3	1	4	2	flptow	invtow									0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	17	51	100	100	0	3					10					10					10		1			20					20					20	1	2	1	1	30					30					30					30					30					35	1	1	1	1	35	1	1			35	1	1	1	2	40					40					40	8	2	0	xxx	xxx	1	0	
Laz Gothic Shield	0	0	4	1	Gothic Shield					50	1	51	51	196,8	5	0,15	150	202	21	1	0,65	0,8	1620	413667	1	0,5	150	202	5	51	51	21	58		40	1	20	1620	413667	se6	se6			kit	se6	se6	se6	7	2	4	1	4	2	flpgts	invgts									0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	21	63	100	100	0	3					10					10					10					20					20					20		1			30					30					30					30					30					35	1	1	1	1	35					35			1	2	40					40			1	1	40	8	2	0	xxx	xxx	1	0	
Laz Leather Gloves	0	0	2	1	Leather Gloves						0,6			7,2		0,15	4	6			0,4	0,6	22	216		0,25	4	6					4		1	1	0	22	216	gl1	gl1			lgl	gl1	gl1	gl1	16	2	2	1	1	1	flplgl	invlgl									0					0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0			0	5	0					0	1	1	1	1	1	10	1	1		1	10					10					20					20					20					30					30					30	1	1		1	30					30					35					35					35					40					40					40	0	8	0	xxx	xxx	1	0	
Laz Heavy Gloves	0	0	3	1	Heavy Gloves						0,6	14	0	32,4		0,15	18	25			0,4	0,6	101	3240		0,25	18	25		14			10		8	1	4	101	3240	gl2	gl2			vgl	gl2	gl2	gl2	16	2	2	1	1	1	flpvgl	invvgl									0					0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0			0	5	0					0	1		1		1	10		1		1	10					10		1		1	20					20					20					30					30					30	1	1	1	1	30					30					35					35					35					40					40					40	0	8	0	xxx	xxx	1	0	
Laz Chain Gloves	0	0	4	1	Chain Gloves						0,6	27	0	64,8		0,15	37	50			0,4	0,6	290	20429		0,25	37	50		27			17		17	1	8	290	20429	gl3	gl3			mgl	gl3	gl3	gl3	16	2	2	1	1	1	flpmgl	invmgl									0					0	xxx			glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0			0	5	0					0	3		1			10					10					10	1	2	1	1	20					20					20					30					30					30					30	1	1		1	30	1	1		1	35					35					35					40					40					40	0	8	0	xxx	xxx	1	0	
Laz Light Gauntlets	0	0	4	1	Light Gauntlets						0,6	42	0	100,8		0,15	57	77			0,4	0,6	614	75821		0,25	57	77		42			25		27	1	13	614	75821	gl4	gl4			mgl	gl4	gl4	gl4	16	2	2	1	2	1	flptgl	invtgl									0					0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0			0	5	0					0	3					10					10					10		1		1	20					20					20					30					30					30					30	1	2	1	1	30	1	2	1	1	35			1	1	35	1	1		1	35			1	1	40					40	1	1			40	0	8	0	xxx	xxx	1	0	
Laz Gauntlets	0	0	4	1	Gauntlets						0,6	53	0	126		0,15	71	97			0,4	0,6	913	151527		0,25	71	97		53			31		34	1	17	913	151527	gl5	gl5			hgl	gl5	gl5	gl5	16	2	2	1	2	1	flphgl	invhgl									0					0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0			0	5	0					0	3					10					10					10					20					20					20					30					30					30					30	1	1		1	30	1	1		1	35	1	1		1	35	1	1			35	1	1	1	1	40					40	1	1	1	1	40	0	8	0	xxx	xxx	1	0	
Laz Boots	0	0	2	1	Boots	speed bonus					0,65			7,8		0,15	5	6			0,45	0,65	23	249	1	0,25	5	6					5		1	1	0	23	249	bu1	bu1		375	lbt	bu1	bu1	bu1	16	2	2	1	1	1	flplbt	invlbt									0					0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0			0	6	0	2	5	150		0	1	1	1	1	1	10	1	1		1	10					10					20					20					20					30					30					30	1	1		1	30					30					35					35					35					40					40					40	0	8	0	xxx	xxx	1	0	
Laz Heavy Boots	0	0	3	1	Heavy Boots	speed bonus					0,65	15	0	35,1		0,15	21	28			0,45	0,65	110	3727	1	0,25	21	28		15			11		8	1	4	110	3727	bu2	bu2		376	vbt	bu2	bu2	bu2	16	2	2	1	1	1	flpvbt	invvbt									0					0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0			0	6	0	5	15	150		0	1		1		1	10		1		1	10					10		1		1	20					20					20					30					30					30	1	1	1	1	30					30					35					35					35					40					40					40	0	8	0	xxx	xxx	1	0	
