ItemType	*Laz/Id	*Laz/Merc	*Laz/Comment	Code	Equiv1	Equiv2	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol
Placeholder Item Type 18554	18554			c37q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18555	18555			c37r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18556	18556			c37s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18557	18557			c37t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18558	18558			c37u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18559	18559			c37v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18560	18560			c37w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18561	18561			c37x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18562	18562			c37y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18563	18563			c37z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18564	18564			d37a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18565	18565			d37b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18566	18566			d37c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18567	18567			d37d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18568	18568			d37e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18569	18569			d37f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18570	18570			d37g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18571	18571			d37h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18572	18572			d37i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18573	18573			d37j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18574	18574			d37k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18575	18575			d37l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18576	18576			d37m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18577	18577			d37n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18578	18578			d37o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18579	18579			d37p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18580	18580			d37q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18581	18581			d37r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18582	18582			d37s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18583	18583			d37t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18584	18584			d37u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18585	18585			d37v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18586	18586			d37w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18587	18587			d37x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18588	18588			d37y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18589	18589			d37z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18590	18590			e37a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18591	18591			e37b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18592	18592			e37c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18593	18593			e37d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18594	18594			e37e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18595	18595			e37f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18596	18596			e37g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18597	18597			e37h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18598	18598			e37i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18599	18599			e37j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18600	18600			e37k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18601	18601			e37l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18602	18602			e37m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18603	18603			e37n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18604	18604			e37o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18605	18605			e37p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18606	18606			e37q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18607	18607			e37r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18608	18608			e37s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18609	18609			e37t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18610	18610			e37u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18611	18611			e37v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18612	18612			e37w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18613	18613			e37x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18614	18614			e37y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18615	18615			e37z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18616	18616			f37a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18617	18617			f37b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18618	18618			f37c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18619	18619			f37d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18620	18620			f37e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18621	18621			f37f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18622	18622			f37g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18623	18623			f37h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18624	18624			f37i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18625	18625			f37j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18626	18626			f37k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18627	18627			f37l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18628	18628			f37m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18629	18629			f37n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18630	18630			f37o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18631	18631			f37p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18632	18632			f37q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18633	18633			f37r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18634	18634			f37s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18635	18635			f37t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18636	18636			f37u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18637	18637			f37v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18638	18638			f37w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18639	18639			f37x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18640	18640			f37y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18641	18641			f37z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18642	18642			g37a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18643	18643			g37b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18644	18644			g37c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18645	18645			g37d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18646	18646			g37e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18647	18647			g37f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18648	18648			g37g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18649	18649			g37h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18650	18650			g37i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18651	18651			g37j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18652	18652			g37k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18653	18653			g37l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18654	18654			g37m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18655	18655			g37n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18656	18656			g37o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18657	18657			g37p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18658	18658			g37q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18659	18659			g37r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18660	18660			g37s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18661	18661			g37t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18662	18662			g37u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18663	18663			g37v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18664	18664			g37w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18665	18665			g37x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18666	18666			g37y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18667	18667			g37z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18668	18668			h37a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18669	18669			h37b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18670	18670			h37c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18671	18671			h37d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18672	18672			h37e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18673	18673			h37f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18674	18674			h37g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18675	18675			h37h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18676	18676			h37i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18677	18677			h37j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18678	18678			h37k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18679	18679			h37l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18680	18680			h37m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18681	18681			h37n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18682	18682			h37o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18683	18683			h37p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18684	18684			h37q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18685	18685			h37r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18686	18686			h37s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18687	18687			h37t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18688	18688			h37u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18689	18689			h37v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18690	18690			h37w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18691	18691			h37x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18692	18692			h37y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18693	18693			h37z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18694	18694			i37a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18695	18695			i37b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18696	18696			i37c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18697	18697			i37d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18698	18698			i37e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18699	18699			i37f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18700	18700			i37g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18701	18701			i37h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18702	18702			i37i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18703	18703			i37j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18704	18704			i37k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18705	18705			i37l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18706	18706			i37m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18707	18707			i37n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18708	18708			i37o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18709	18709			i37p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18710	18710			i37q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18711	18711			i37r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18712	18712			i37s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18713	18713			i37t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18714	18714			i37u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18715	18715			i37v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18716	18716			i37w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18717	18717			i37x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18718	18718			i37y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18719	18719			i37z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18720	18720			j37a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18721	18721			j37b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18722	18722			j37c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18723	18723			j37d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18724	18724			j37e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18725	18725			j37f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18726	18726			j37g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18727	18727			j37h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18728	18728			j37i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18729	18729			j37j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18730	18730			j37k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18731	18731			j37l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18732	18732			j37m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18733	18733			j37n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18734	18734			j37o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18735	18735			j37p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18736	18736			j37q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18737	18737			j37r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18738	18738			j37s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18739	18739			j37t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18740	18740			j37u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18741	18741			j37v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18742	18742			j37w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18743	18743			j37x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18744	18744			j37y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18745	18745			j37z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18746	18746			k37a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18747	18747			k37b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18748	18748			k37c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18749	18749			k37d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18750	18750			k37e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18751	18751			k37f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18752	18752			k37g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18753	18753			k37h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18754	18754			k37i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18755	18755			k37j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18756	18756			k37k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18757	18757			k37l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18758	18758			k37m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18759	18759			k37n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18760	18760			k37o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18761	18761			k37p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18762	18762			k37q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18763	18763			k37r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18764	18764			k37s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18765	18765			k37t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18766	18766			k37u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18767	18767			k37v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18768	18768			k37w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18769	18769			k37x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18770	18770			k37y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18771	18771			k37z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18772	18772			l37a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18773	18773			l37b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18774	18774			l37c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18775	18775			l37d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18776	18776			l37e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18777	18777			l37f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18778	18778			l37g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18779	18779			l37h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18780	18780			l37i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18781	18781			l37j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18782	18782			l37k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18783	18783			l37l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18784	18784			l37m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18785	18785			l37n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18786	18786			l37o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18787	18787			l37p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18788	18788			l37q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18789	18789			l37r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18790	18790			l37s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18791	18791			l37t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18792	18792			l37u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18793	18793			l37v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18794	18794			l37w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18795	18795			l37x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18796	18796			l37y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18797	18797			l37z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18798	18798			m37a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18799	18799			m37b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18800	18800			m37c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18801	18801			m37d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18802	18802			m37e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18803	18803			m37f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18804	18804			m37g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18805	18805			m37h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18806	18806			m37i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 18807	18807			m37j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
